sd_mult,sl_mult,tp1_mult,tp2_mult,tp3_mult,rsi_bull,rsi_bear,piv_left,piv_right,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.5,1.5,1.5,1.5,3.5,40.0,50.0,3,2,34,1.7992066848566963,0.6176470588235294,0.23522546619785015,21,1.3081458134310018,0.6190476190476191,0.25824657039746524,2965.30575327509,-4437.524128218563,14.19047619047619
0.5,1.5,1.5,1.5,3.0,40.0,50.0,3,2,35,1.7323833537739035,0.6,0.20975731764196243,21,1.301301975546645,0.6190476190476191,0.2556879822772718,2899.4470884209295,-4437.524128218563,13.80952380952381
1.0,2.0,0.5,2.0,4.0,30.0,70.0,3,2,46,1.4860537815028545,0.5434782608695652,0.12792792435636366,24,1.3009111145746628,0.5833333333333334,0.13720960740446417,2937.6093954063303,-4014.7833027021666,24.041666666666668
0.5,1.5,0.5,2.0,3.0,40.0,50.0,3,2,36,1.9528831151613308,0.5833333333333334,0.22634535439311984,20,1.2992439823960598,0.6,0.2175912861688548,2034.921938416925,-3022.287477026589,14.2
1.0,1.5,1.5,1.5,4.0,40.0,70.0,3,2,48,1.305154041620979,0.6041666666666666,0.17852298577327294,27,1.294728996242645,0.5925925925925926,0.2103706405508747,3684.2335788791115,-4248.474655391008,21.62962962962963
0.5,1.5,1.0,2.0,4.0,30.0,50.0,3,2,36,1.8301459631182073,0.6388888888888888,0.2369777750951669,19,1.2919179488345587,0.5789473684210527,0.20458040210595296,2296.246364268813,-3022.287477026589,16.31578947368421
1.0,1.5,1.0,1.5,4.0,40.0,70.0,3,2,49,1.2883297885425173,0.6326530612244898,0.15784884449974101,28,1.3918365279439184,0.5714285714285714,0.1781435169905452,3915.2555277524475,-3412.840954644541,20.964285714285715
0.5,2.0,0.5,2.5,3.5,30.0,50.0,3,2,35,1.3213203963687483,0.5428571428571428,0.08783126559899253,20,1.2841448773514208,0.6,0.1720638684464966,2296.0674945975616,-4014.7833027021666,16.8
0.5,1.5,1.5,1.5,4.0,30.0,50.0,3,2,36,1.637871900387323,0.6111111111111112,0.20249487346474643,20,1.2816235115652364,0.6,0.22477166998739923,2710.0800423138626,-4704.128853543145,15.8
0.5,2.0,0.5,1.5,3.5,30.0,50.0,3,2,36,1.3210488131927132,0.5833333333333334,0.06434640985611359,20,1.2775834831458202,0.65,0.1487354208747129,2046.3604099795039,-4014.7833027021666,16.8
