min_gap_atr,sl_atr_mult,rr_target,min_body_ratio,min_range_atr,max_ifvg_age,clean_break_buffer_atr,touch_tol_atr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.75,0.75,1.5,0.5,0.4,90,0.05,0.05,63,1.839833716126982,0.5396825396825397,0.34467138706253686,31,2.3351330338816196,0.5806451612903226,0.4472615612491092,4438.211985360089,-1087.7114875833286,2.4516129032258065
0.75,0.75,1.5,0.5,0.4,20,0.1,0.0,56,1.850613321924039,0.5535714285714286,0.34364515105508925,28,1.83410509211069,0.5357142857142857,0.3432277983997648,2786.456934968606,-1092.8104160314324,2.6785714285714284
0.75,0.75,1.5,0.5,0.6,20,0.1,0.0,56,1.850613321924039,0.5535714285714286,0.34364515105508925,28,1.83410509211069,0.5357142857142857,0.3432277983997648,2786.456934968606,-1092.8104160314324,2.6785714285714284
0.75,0.75,1.5,0.5,0.8,20,0.1,0.0,56,1.850613321924039,0.5535714285714286,0.34364515105508925,28,1.83410509211069,0.5357142857142857,0.3432277983997648,2786.456934968606,-1092.8104160314324,2.6785714285714284
0.75,0.75,1.5,0.7,0.6,90,0.1,0.05,55,1.8289059347791297,0.5454545454545454,0.3613505559500807,28,2.241880131713635,0.5714285714285714,0.4219018066545471,3773.3977849164658,-1092.8104160314324,2.4285714285714284
0.75,0.75,1.5,0.7,0.8,90,0.1,0.05,55,1.8289059347791297,0.5454545454545454,0.3613505559500807,28,2.241880131713635,0.5714285714285714,0.4219018066545471,3773.3977849164658,-1092.8104160314324,2.4285714285714284
0.75,0.75,1.5,0.7,0.4,90,0.1,0.05,55,1.8289059347791297,0.5454545454545454,0.3613505559500807,28,2.241880131713635,0.5714285714285714,0.4219018066545471,3773.3977849164658,-1092.8104160314324,2.4285714285714284
0.75,0.75,1.5,0.5,0.8,90,0.05,0.0,63,1.8149054982856505,0.5396825396825397,0.3497409232145854,31,2.318064787661728,0.5806451612903226,0.4465709838873705,4401.040835298976,-1087.7114875833286,2.4193548387096775
0.75,0.75,1.5,0.5,0.4,90,0.05,0.0,63,1.8149054982856505,0.5396825396825397,0.3497409232145854,31,2.318064787661728,0.5806451612903226,0.4465709838873705,4401.040835298976,-1087.7114875833286,2.4193548387096775
0.75,0.75,1.5,0.5,0.6,90,0.05,0.0,63,1.8149054982856505,0.5396825396825397,0.3497409232145854,31,2.318064787661728,0.5806451612903226,0.4465709838873705,4401.040835298976,-1087.7114875833286,2.4193548387096775
0.75,0.75,1.5,0.5,0.8,120,0.05,0.05,64,1.7944699519719542,0.53125,0.33578201413398373,30,2.55184342946541,0.6,0.49923792695869756,4720.5109082353665,-1380.4987358383223,2.533333333333333
0.75,0.75,1.5,0.5,0.6,120,0.05,0.05,64,1.7944699519719542,0.53125,0.33578201413398373,30,2.55184342946541,0.6,0.49923792695869756,4720.5109082353665,-1380.4987358383223,2.533333333333333
0.75,0.75,1.5,0.5,0.4,120,0.05,0.05,64,1.7944699519719542,0.53125,0.33578201413398373,30,2.55184342946541,0.6,0.49923792695869756,4720.5109082353665,-1380.4987358383223,2.533333333333333
0.75,0.75,1.5,0.3,0.8,60,0.0,0.05,68,1.7855728895795886,0.5294117647058824,0.3164958595929485,30,2.095469644663098,0.5666666666666667,0.4150898091559666,3870.7940815238762,-1087.7114875833286,2.7
0.75,0.75,1.5,0.3,0.4,60,0.0,0.05,68,1.7855728895795886,0.5294117647058824,0.3164958595929485,30,2.095469644663098,0.5666666666666667,0.4150898091559666,3870.7940815238762,-1087.7114875833286,2.7
