fecha_inicio,fecha_fin,operaciones_seguidas,motivos,perdida_total_usd
2026-07-14,2026-07-15,3,SL|SL|SL,-922.74
2026-07-15,2026-07-20,6,SL|SL|SL|SL|SL|SL,-1622.75
2026-08-05,2026-08-05,2,SL|SL,-518.8
2026-08-11,2026-08-12,2,SL|SL,-547.71
2026-08-24,2026-08-26,4,SL|SL|SL|SL,-1204.81
2026-08-31,2026-08-31,2,SL|SL,-380.03
2026-09-01,2026-09-01,2,SL|SL,-632.46
