fecha_inicio,fecha_fin,operaciones_seguidas,motivos,ganancia_total_usd
2026-08-24,2026-08-24,2,TP|TP,471.17
2026-08-26,2026-08-26,2,TP|TP,486.08
2026-08-26,2026-08-27,4,TP|TP|TP|TP,953.74
2026-08-28,2026-08-31,9,TP|TP|TP|TP|TP|TP|TP|TP|TP,2127.0
2026-08-31,2026-09-01,4,TP|TP|TP|TP,945.29
2026-09-01,2026-09-02,7,TP|TP|TP|TP|TP|TP|TP,1682.92
2026-09-02,2026-09-03,4,TP|TP|TP|TP,909.64
2026-09-03,2026-09-04,9,TP|TP|TP|TP|TP|TP|TP|TP|TP,1997.12
