tf,src,at_mult,tp_r_mult,sl_buffer_atr,train_n,train_pf,train_exp,test_n,test_pf,test_exp,piv_atr_factor,piv_period,diy_swing_length,diy_box_width
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,72,0.8324544455296918,-0.10507407064010302,35,0.5747688954242234,-0.4262303432702407,2.5,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,77,0.24612128396805566,-0.48278711786434375,50,0.21227717379850117,-0.5250782246943696,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,75,0.29999153198466155,-0.40483172511506565,50,0.3023127946899784,-0.41557103394343464,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,74,0.4260616952337356,-0.2860918380685838,46,0.3996379357002508,-0.32624209615633887,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,72,0.47375654530410033,-0.24758988018021308,45,0.4031946863528877,-0.32515554898323035,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,73,0.4462882429627067,-0.41169384966744527,47,0.39568958809898935,-0.43501005881421423,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,69,0.5001812989527773,-0.35160443447019,46,0.5265802951912343,-0.3143530646923498,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,66,0.528087831286018,-0.350100592466175,43,0.6947424201311776,-0.18076632810038581,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,63,0.4467516473580177,-0.40012072073360827,43,0.7270794823664255,-0.16430927278301558,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,68,0.4735994747152132,-0.4437041601185793,43,0.5276623884516837,-0.35439860894132413,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,65,0.5230268060613684,-0.39162890101258274,43,0.6315219543009388,-0.27501737369728013,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,64,0.48320107474800794,-0.43728658699074135,40,0.823123181087211,-0.11635686563924122,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,61,0.4187642861935805,-0.47007116688841133,40,0.8066950030189622,-0.16189001670720896,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,68,0.36966371211588706,-0.5888343436711447,43,0.7234663242945255,-0.19160791126692334,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,65,0.42372263346777517,-0.5129782929377305,43,0.7693390878401046,-0.17093330302527282,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,61,0.4529785873966582,-0.4940066395350284,39,0.821758886935246,-0.11628811633830473,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,59,0.467462238151593,-0.45365868686507543,39,0.9089926402393459,-0.09892470940326706,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,67,0.3553650942798553,-0.6165513643137474,41,0.6414176478403165,-0.31755917615091633,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,62,0.3578701258396664,-0.6123971680943444,41,0.7793493723803683,-0.21045664319118135,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,60,0.5239561275434377,-0.45161821815960707,38,0.972842613486236,-0.012897251254270384,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,59,0.3264395968749525,-0.6193483972027309,37,1.1163075451918059,0.03469931112690778,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,67,0.3680498415629716,-0.6095936883060945,41,0.7785124196046355,-0.1956079566387064,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,61,0.4318809396905553,-0.5396386940713755,41,0.9444962756159414,-0.07631030172776258,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,60,0.3155046671834745,-0.6617684995110336,37,0.9487558945968467,-0.03723930500115792,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,59,0.3846061956774938,-0.568500939575615,36,1.0680533179388632,0.009923405427458084,2.5,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,52,0.3219905460367797,-0.3777717647465038,44,0.3211774987739316,-0.34917714300726765,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,51,0.4630959595764556,-0.253307741498064,44,0.40207307630608874,-0.2797997494234169,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,49,0.6287645895769507,-0.1617021031733181,44,0.5344728620818758,-0.20696682678314093,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,46,0.6206693130077661,-0.15207735409406248,42,0.5516444208383858,-0.2096154070700865,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,50,0.5061043708176243,-0.3650327125028733,40,0.48686925361593536,-0.3062077058840379,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,47,0.5808741943140221,-0.29943560355702814,39,0.6140919847550317,-0.24966620689164865,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,46,0.6089254738753793,-0.30099038696856384,39,0.756519549626016,-0.16174768655507887,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,43,0.5610726875318633,-0.30853736740655524,38,0.7577500044971044,-0.16569956637255898,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,49,0.5573907739640204,-0.36244904065511374,40,0.6667041212002304,-0.2198004057111315,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,47,0.6909025443242306,-0.2577041391742972,37,0.844036589433284,-0.11242351892247376,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,45,0.5844571127240801,-0.360938220071693,36,0.9889438050764665,-0.04621022545501988,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,40,0.5437741544158764,-0.36055063509263274,33,0.6733255297549261,-0.23133144891848542,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,49,0.6205787224593178,-0.33259709591247655,38,0.7950311244425539,-0.1358441148709651,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,47,0.5971763197087622,-0.34445371780388023,35,0.8570787918720542,-0.10181360700889414,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,45,0.6231027830036204,-0.3506378756191562,33,0.7777103046517988,-0.1822849273080582,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,39,0.7568085988919778,-0.20199996951858049,32,0.7144533693356473,-0.219612863347098,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,49,0.624063406485904,-0.3437491668743455,36,0.6555276773200137,-0.295393192576765,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,47,0.6682236781885438,-0.2917279596382511,33,0.8046844057137111,-0.1820623032596026,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,44,0.6220422645043935,-0.369529016710071,32,0.8798567852441249,-0.12756582924911486,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,39,0.609548376510449,-0.3311661414593786,32,0.7615503962136576,-0.21507463474056518,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,49,0.5201905588691177,-0.4775657505848114,36,0.6781086066022299,-0.3053798252315318,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,46,0.643750202519804,-0.3302611385513838,33,0.9443773662296686,-0.07434580940853389,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,44,0.6427476774677376,-0.35849218238223574,33,0.9046126743100036,-0.1599934715654244,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,39,0.6172066521902503,-0.3317371931584124,30,0.6580015332630063,-0.30203581560693255,2.5,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,73,0.29048881989617853,-0.41714264807870227,40,0.3328319469481688,-0.34051296190373603,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,72,0.3010841244498451,-0.4108627446688251,39,0.41371382611969065,-0.2961572803330449,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,63,0.3978696065607574,-0.31014298422669073,34,0.4810655124907026,-0.2680738613998547,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,62,0.4390646708333653,-0.25554745336008805,34,0.5182668660679941,-0.25357507247897604,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,69,0.48412195798645774,-0.3535305301348124,36,0.612802910927862,-0.2032263927873369,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,67,0.4910556357060824,-0.3438803643060018,35,0.7234984165447397,-0.15599815424777635,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,57,0.47193568926080265,-0.36025536389447244,32,0.852650912325255,-0.10068594042074254,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,53,0.5075609033945295,-0.34924243847929926,32,0.89044052897755,-0.08743793333721525,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,63,0.5483146492712168,-0.3459201646669583,32,0.8267258079739057,-0.06561461019776718,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,60,0.5626996761839439,-0.3324357912878918,31,0.9661908068657667,-0.008131334255381628,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,55,0.5345916248750346,-0.34290596025012726,28,1.109177100941698,0.05252722137727565,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,51,0.5657860110874489,-0.3417999879706856,28,1.2732724462977478,0.06720658234092759,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,62,0.4659169980531734,-0.45038448078782156,32,1.0270283361404347,0.05908280603995649,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,59,0.48827567409028655,-0.4174493406230529,30,0.9193420350604564,-0.04031201300907429,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,54,0.5343836427521275,-0.36929936252949647,28,1.1585031665571928,0.06991331168670013,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,51,0.7644891343145775,-0.2045450860098962,28,1.3113968250947285,0.084617047143098,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,61,0.4465527990314266,-0.4713993647295592,31,0.9503948999053852,-0.033333847459983454,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,59,0.4817763859167945,-0.4352553707093653,30,0.9195601972520193,-0.09064862447341977,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,54,0.6005402068732919,-0.3233707264629724,28,1.3093259772559993,0.1411534626083249,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,51,0.8018420881026486,-0.16052372864006717,28,1.2532387369081108,0.030599961175760724,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,61,0.4694589023643716,-0.45538415543940525,31,0.8428610735418745,-0.13182297157591694,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,58,0.5862847668927453,-0.3367935308902529,30,0.9609683700366756,-0.07426891775802819,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,54,0.6863094517506236,-0.25010960932727966,28,1.1146900114883604,0.03324669909334218,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,51,0.8459652311263911,-0.13914676541441923,26,1.201882002914943,-0.015449693593992996,3.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,72,0.4151048113123496,-0.2672765765475042,41,0.3511050554016028,-0.33337667808282995,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,71,0.5622175607066101,-0.18041904367436537,41,0.43698044575845296,-0.25975737466839444,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,59,1.152652106767038,0.02275811995162603,40,0.5275429159030132,-0.19629635495194458,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,57,1.1128206550051252,0.01920142114717592,39,0.6731340632126843,-0.10959359496955237,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,68,0.6226463804957867,-0.24877324713227064,38,0.6199118716973762,-0.20913698155382346,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,65,0.9242708846516619,-0.07465349191716347,38,0.7944210890377998,-0.11919476104795353,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,53,1.2804609087341292,0.06098036654594385,36,0.7645768119717135,-0.13129807223596968,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,50,1.1518723363314884,0.05914107981781971,34,0.8701247434436173,-0.049484010852879345,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,62,0.6656704298316043,-0.2575037971722256,34,0.7993262193368288,-0.11494373909451279,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,58,1.0551050406261573,-0.016955871446275243,34,1.034742775469067,-0.001206112624076961,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,49,1.0329649410847828,-0.009659726596087603,32,1.0927868637070342,0.0409943163584875,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,43,1.184286885287548,0.09485492010027148,27,0.9729217672351682,-0.03667436661872122,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,62,0.7635161579091637,-0.19351494794009025,31,1.0183074569651107,0.034373825655330495,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,55,0.9783127943965059,-0.06633607133682143,30,1.049546945540014,0.014167097990272588,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,46,1.0809337812324433,0.018504426255006885,28,1.0026134692488933,-0.0045253975968011905,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,39,1.4051716286269302,0.22767061311862286,27,1.1349593416873092,0.05576451514727236,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,57,0.8671818481790504,-0.13506598191319377,30,0.949666173651577,-0.06194701564075535,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,53,1.0824858104468946,0.01011743766703323,30,0.985163610065039,-0.08191228051731132,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,43,1.1119417851192321,0.03692749751389056,28,1.1237255968316984,0.048857610467673944,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,40,1.2629555540933184,0.18788791459683257,27,1.0311898751646589,-0.019614522907288972,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,57,0.7648459245726599,-0.215294160556093,30,0.8778498332013812,-0.10511822761264308,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,51,1.1170397365148288,0.05351511394366193,29,1.0636402205257502,-0.02069268697881218,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,43,1.1316735436322458,0.05882798671742808,28,1.358959050703809,0.20957189618194744,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,39,1.1013481755784942,0.07866249023610312,27,0.7905858008058927,-0.1735089587435638,3.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,69,0.30144111279732166,-0.4005183730902592,29,0.3727171317578979,-0.3207023945643747,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,69,0.33221522652017976,-0.36174887653874677,28,0.457365257152585,-0.26455557613547837,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,61,0.5453975554008146,-0.16560269365848873,27,0.5264254466224709,-0.20623650903701554,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,56,0.7958062195952474,-0.040094903534502735,27,0.6812067854697649,-0.1362069191309938,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,64,0.5504377486921719,-0.3007636157104987,29,0.6455827127303013,-0.18313475855802455,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,62,0.5380908748101457,-0.2893957167544732,28,0.8208168625404955,-0.1220631571017171,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,52,0.5807576025597602,-0.2566445356457548,27,0.8974738113826389,-0.05844469590386803,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,46,0.6853428497532584,-0.17456927355905685,27,0.9389424271727607,-0.04511578875777841,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,57,0.4175886313438862,-0.5258054410737107,28,0.9936124308856678,0.007612956641086204,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,55,0.4755477604609689,-0.4441511352931917,27,1.2603967678885952,0.07799517772842782,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,47,0.5263267165183029,-0.3609359737029161,24,1.1308863354208178,0.050530402284028754,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,42,0.7143494999464457,-0.19760893124489778,22,0.915147066908913,-0.06202540430392914,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,57,0.4623092738599616,-0.508835113838771,26,1.1519192089040164,0.10936613384032061,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,53,0.45751094863514524,-0.5052413735463306,25,1.4434228238509146,0.1891992167688441,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,45,0.5472303451778885,-0.3751211293458259,22,1.0052446522271083,-0.008106822880901234,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,38,0.8854638432307009,-0.06769099673554728,22,1.0245053865760907,0.005967768772523777,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,55,0.48255684243473684,-0.5056205552348209,26,1.146749349223369,0.05127561904225838,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,52,0.5885719183765952,-0.3885163512537212,25,1.406471176608906,0.12879528301161688,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,43,0.641037308467849,-0.29665915269443593,22,1.0876781799141688,0.014380641928421246,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,37,1.0158379535149338,0.04123173245184388,22,0.8553445826957174,-0.13193208320873542,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,55,0.5827474047322542,-0.4147114643257307,26,1.3944720750486523,0.22435254211915867,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,51,0.7241791007922755,-0.26714589704891245,25,1.7068519754511309,0.3087952830116264,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,43,0.7745310325975175,-0.18038008292700097,22,0.8200401565956428,-0.19227475690592064,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,37,0.9297781104906093,-0.013344072108984788,21,0.8425145702865282,-0.1333627527901647,3.0,5.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,63,0.4244135916962381,-0.2567348070299099,30,0.4656159674490184,-0.24506770711617837,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,62,0.5846514871611789,-0.15160222256295575,30,0.509676533641943,-0.2277154192198448,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,61,0.8089217680000454,-0.06510114563237172,29,0.5065285748607384,-0.22328253451100713,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,56,0.9418880427236839,0.011006104985841878,27,1.163993800110787,0.027394661115199517,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,61,0.6889247433257383,-0.16950097979138765,30,0.788115413163258,-0.07920696620074041,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,58,0.8746127967601192,-0.06865065815876406,30,0.9254805476826529,-0.06178771449177498,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,53,0.8310444569504457,-0.13166144573368257,28,0.7151754177804445,-0.17358930649788365,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,47,1.0150461710641974,0.0028793925529945644,24,1.0442562651252263,-0.0016575827371825096,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,56,0.5759454275560304,-0.33300311429667434,28,0.8451481418537973,-0.07118852071340573,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,52,0.8262964985400351,-0.14371078256124217,28,0.9647047354506925,-0.05403465312941837,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,48,0.7664468748489233,-0.19921994166056156,28,0.8758129901348011,-0.12055080150950105,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,44,1.0777619422569227,0.0589113070615326,21,1.0469763832830243,-0.012212783105799239,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,53,0.6084526694115824,-0.34171833878206603,25,0.8750882182209434,-0.06125544236124408,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,48,0.8200621130556378,-0.17468074415250145,25,0.97978487487631,-0.044393160116524014,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,46,0.9045671032620844,-0.1227068609715263,24,0.9257649317755194,-0.10095915959673395,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,41,0.9529877426158326,-0.0023514460927887763,21,0.9059560735580889,-0.08479632194115239,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.05,51,0.6725906003394183,-0.31437388104600333,24,0.8858014210492304,-0.12027566626705187,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.1,48,1.0342481191781392,-0.028847410819155577,24,0.9954954893168728,-0.1032264889102655,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.2,43,0.8702125866898349,-0.14687090679158743,24,0.7935537241912031,-0.2272079418645221,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.5,0.3,40,1.2224333917066317,0.18615061903659597,20,1.039393692703011,-0.03654988341934282,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.05,51,0.8121924096131005,-0.20653074379110084,24,1.0739332890654623,0.025557667066283207,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.1,46,1.1669344342628505,0.07379090763508793,24,1.2054259430630898,0.04260684442308008,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.2,43,0.918596316449419,-0.12380125510949354,24,0.9588707403933164,-0.10220794186452714,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,3.0,0.3,40,1.275505920751431,0.24774395133843594,18,1.0849839927873024,0.02553146468534473,4.0,2.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.05,65,0.352168142732419,-0.34200380053617613,18,0.23197154130499573,-0.4772256138009736,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.1,62,0.5434475139737129,-0.18333897909250188,18,0.2586520099929279,-0.46017908677866665,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.2,57,0.6536332064870886,-0.12871568783970555,18,0.4540536913085574,-0.2682498410216409,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,0.5,0.3,52,0.6427713168956082,-0.11263459261781164,18,0.6267465631408544,-0.16896381266634083,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.05,62,0.6609344465323378,-0.19770663501582791,18,0.4065036731318296,-0.3664904345660995,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.1,57,0.7663715284655406,-0.1300241284706004,17,0.43712243750208535,-0.42506805270611303,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.2,51,0.9026361024062075,-0.06513788864385668,16,0.4997575271830343,-0.3534876147493402,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.0,0.3,45,0.9773675061560677,-0.002495766342659664,15,0.5977130597778927,-0.28788644014278925,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.05,55,0.5978118735208028,-0.31834291437653706,17,0.554364846522479,-0.2664251501196357,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.1,50,0.7204246539086772,-0.21428575944290615,17,0.6869538569413552,-0.24859746447083828,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.2,45,0.7413295915607313,-0.19624369446076204,16,0.7775285012225835,-0.16598761474932908,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,1.5,0.3,42,0.8761801347135417,-0.07063993536852768,14,0.7229453040852801,-0.19893999577692703,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.05,51,0.6511041783224278,-0.3173597648691306,16,0.6253907584476155,-0.21809246507279223,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.1,47,0.8287147912405445,-0.16050529942574826,16,0.7671020800383641,-0.199245282493735,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.2,42,0.9017509814533488,-0.10428786703526233,15,0.6206668506690474,-0.30830938656288714,4.0,3.0,,
0656b659-CME_MINI_MNQ1_5.csv,piv,,2.0,0.3,36,0.730012911988969,-0.17707514009974984,14,0.7104311562288677,-0.23495072379964507,4.0,3.0,,
