tf,src,at_mult,tp_r_mult,sl_buffer_atr,train_n,train_pf,train_exp,test_n,test_pf,test_exp,piv_atr_factor,piv_period,diy_swing_length,diy_box_width
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.0,0.05,367,0.54556719029052,-0.28438064405608726,197,0.7254503334421898,-0.14778089330035138,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.0,0.1,351,0.5964074770139651,-0.23581842529930747,186,0.7718407903024362,-0.1102963310181095,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.0,0.2,322,0.6873213140140918,-0.16570461171771014,162,0.7414753168288378,-0.14455215434776328,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.0,0.3,288,0.6775403941588898,-0.17382214866155105,147,0.7107752673002714,-0.15118993387788637,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.5,0.05,342,0.6442402297261637,-0.2508512710270557,178,0.7144684307173719,-0.18044385326514173,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.5,0.1,335,0.7194367216958814,-0.17373726126212563,166,0.779595848843669,-0.1263756377371474,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.5,0.2,301,0.765443677500828,-0.13314968486631923,148,0.7675607017559111,-0.14625137435218433,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,1.5,0.3,266,0.7829532005109661,-0.1194202511997183,135,0.8526157748006535,-0.08189295802519053,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.0,0.05,326,0.675597005496596,-0.2418474554206663,164,0.7786243917537402,-0.1599208623388967,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.0,0.1,308,0.7763207803012669,-0.1437498386439192,150,0.7861669567502312,-0.1282328254248325,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.0,0.2,272,0.7829860669300776,-0.13160343803790928,126,0.7791718616816267,-0.16021721625583973,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.0,0.3,237,0.7727501814578728,-0.134526085375011,115,0.765815048176811,-0.13674189814097604,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.5,0.05,302,0.7079698590948389,-0.22919482468517,144,0.7396620940554476,-0.19562579273986433,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.5,0.1,284,0.7256610791180882,-0.19325416409470708,136,0.8238873717168452,-0.11272399402665778,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.5,0.2,249,0.7234359137217261,-0.18225385149136308,121,0.7391399483192657,-0.1861459727193478,,,,
0656b659-CME_MINI_MNQ1_5.csv,at,2.5,2.5,0.3,222,0.7001646690328328,-0.18652738788084303,107,0.7199547849591856,-0.196520926014636,,,,
