min_gap_atr,min_body_ratio,min_range_atr,invalidate_buffer_atr,touch_tol_atr,sl_buffer_atr,max_fvg_age,piv_left,piv_right,min_rr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,55,1.5473328528030117,0.34545454545454546,0.35659483794177255,34,0.5489378811390926,0.11764705882352941,-0.49668903245142293,-4032.210032731251,-5788.316508594813,6.794117647058823
0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,55,1.5465846512585548,0.34545454545454546,0.3572192640207441,34,0.5470751132794581,0.11764705882352941,-0.49634860565056277,-4062.6482047595127,-5818.754680623075,6.735294117647059
0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,58,1.3588872476935232,0.3448275862068966,0.22000431644082974,38,0.5386495417588052,0.15789473684210525,-0.48521435461371054,-4142.9415722427075,-5819.186760294033,5.7631578947368425
0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,53,1.6134127884252172,0.3584905660377358,0.397746395675613,33,0.5279943185986202,0.12121212121212122,-0.4975183034817724,-3983.8238027132393,-5660.068990764565,6.96969696969697
0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,53,1.6186104578549918,0.3584905660377358,0.3984084751876041,33,0.5263489359310327,0.12121212121212122,-0.4972075587718292,-4010.2081323840757,-5686.453320435401,6.909090909090909
0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,69,1.0772176474439672,0.3188405797101449,0.027741528440593178,41,0.5045992572262147,0.1951219512195122,-0.4616809392050308,-4707.180868916381,-5911.115130601291,6.7073170731707314
0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,68,1.0533598711193508,0.3088235294117647,0.020395322241123316,41,0.5002268717252224,0.17073170731707318,-0.4999859071384579,-5021.373371933238,-6305.168921430384,6.512195121951219
0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,64,1.2784093485516423,0.3125,0.167672845665837,38,0.4963961987811995,0.10526315789473684,-0.560438415758324,-4978.408668605836,-6734.515144469398,6.7631578947368425
0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,65,1.2574014584859143,0.3076923076923077,0.14841662295538052,38,0.49509803316456363,0.10526315789473684,-0.5568958212305455,-5004.328993796502,-6760.435469660064,6.842105263157895
0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,75,1.151102329042222,0.28,0.12051049885733477,44,0.4810766896166959,0.11363636363636363,-0.5517657989822321,-6367.405800636072,-9200.208695798647,3.0454545454545454
0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,78,1.3244166354599838,0.28205128205128205,0.24608822479871625,45,0.46921206368343393,0.1111111111111111,-0.5635974571150977,-6677.678975524039,-9510.292213452645,3.488888888888889
0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,68,1.0990194072543205,0.3235294117647059,0.04404903902596029,41,0.4644670695268283,0.17073170731707318,-0.5148917552026955,-5230.6419038685635,-6434.576165553473,6.512195121951219
0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,63,1.2779523090228255,0.31746031746031744,0.16797789859249623,38,0.46300290411787615,0.10526315789473684,-0.5752616303810024,-5168.5695815211075,-6844.814769572433,6.7631578947368425
0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,64,1.2440803805454994,0.3125,0.14873958034835527,38,0.46222715479125415,0.10526315789473684,-0.5726184443959531,-5184.722997678706,-6860.968185730031,6.842105263157895
0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,75,1.1510705888568045,0.28,0.12051264268638297,46,0.45751259923734466,0.10869565217391304,-0.575582450669717,-7000.475182217473,-9510.095224495308,3.869565217391304
0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,80,1.2812645703111738,0.275,0.21292764781569487,46,0.45750172085260155,0.10869565217391304,-0.5755799585754424,-7000.782020502615,-9510.212405546481,3.869565217391304
0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,47,1.352523337161295,0.3191489361702128,0.2556378376158108,32,0.45047376733058353,0.125,-0.5702732958408208,-4479.8807206486745,-6156.315565933968,5.90625
0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,46,1.4023391452541552,0.32608695652173914,0.28596556332104595,32,0.4490205376852822,0.125,-0.569952840358692,-4506.265050319511,-6182.699895604805,5.84375
0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,80,1.1740896597657524,0.275,0.1417534343982862,44,0.4046282022318204,0.09090909090909091,-0.6503491484051191,-7625.703957035206,-9858.165033558354,2.909090909090909
0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,93,1.294127474390397,0.27956989247311825,0.21203461423474448,50,0.4001650585697728,0.14,-0.6002688566225426,-7970.40976237032,-10800.836821489866,4.06
0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,93,1.2052040241153938,0.3010752688172043,0.1514846126661459,50,0.40012406015778373,0.14,-0.600253321131629,-7971.771273691564,-10802.19833281111,3.68
0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,83,1.2888282716476849,0.26506024096385544,0.23400849726522852,45,0.39554883141743696,0.08888888888888889,-0.6600944759714252,-7919.703957035206,-10152.165033558354,3.3333333333333335
0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,91,1.2301289926229526,0.3076923076923077,0.1775680072411064,51,0.39069407917067805,0.13725490196078433,-0.610355510000081,-8293.682701581318,-10800.926907816123,4.392156862745098
0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,80,1.1740896597657524,0.275,0.1417534343982862,46,0.386741725554219,0.08695652173913043,-0.6696385196931002,-8219.688090493495,-10453.165033558354,3.717391304347826
0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,85,1.247651727824472,0.25882352941176473,0.20293671043394823,46,0.386741725554219,0.08695652173913043,-0.6696385196931002,-8219.688090493495,-10453.165033558354,3.717391304347826
0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,89,1.289239963201657,0.2696629213483146,0.21822894038116541,46,0.37379963449885956,0.08695652173913043,-0.6764475716526706,-8034.746371150373,-10865.173430269919,3.9347826086956523
0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,85,1.2438029917910884,0.29411764705882354,0.18684108803181781,46,0.3719492665841923,0.08695652173913043,-0.6775337538426482,-8098.577604778882,-10929.004663898428,3.5
0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,84,1.264320524595346,0.2976190476190476,0.20130758958071585,47,0.3658484151846829,0.0851063829787234,-0.6881302488200078,-8315.194489249341,-10822.438695484147,4.276595744680851
0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,90,1.2711808108375666,0.26666666666666666,0.20322100266418258,47,0.3658451457297378,0.0851063829787234,-0.6881292864505063,-8315.311670300514,-10822.55587653532,4.276595744680851
0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,94,1.2644160482505977,0.2765957446808511,0.1972107846540975,51,0.36533303175225024,0.11764705882352941,-0.653335948759813,-8790.589512630242,-11297.833718865048,4.2745098039215685
0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,96,1.2709171804908173,0.2604166666666667,0.22083687962798737,50,0.3363858187828597,0.12,-0.6928923541115485,-9177.986955259985,-11410.448031783133,3.96
0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,96,1.1885390638093498,0.28125,0.15455237466581484,50,0.3363858187828597,0.12,-0.6928923541115485,-9177.986955259985,-11410.448031783133,3.58
0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,95,1.2010814228190958,0.28421052631578947,0.16722806488514338,51,0.3292765825174232,0.11764705882352941,-0.7008728228528762,-9478.197614361503,-11711.674557426362,4.294117647058823
0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,98,1.2286138854683388,0.25510204081632654,0.19369036386827274,51,0.29843977971082936,0.09803921568627451,-0.744644299710374,-10130.042447723361,-12363.51939078822,4.176470588235294
0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,91,1.1764752450130176,0.26373626373626374,0.14570930893098794,46,0.2969312314468923,0.06521739130434782,-0.7800074136920129,-9486.805419941971,-11719.26649646512,3.369565217391304
0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,90,1.189258373672418,0.26666666666666666,0.15899094787655896,47,0.29284732856771956,0.06382978723404255,-0.7887468190499042,-9677.431056181333,-11910.907999246192,4.170212765957447
0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,93,1.2591793349144405,0.24731182795698925,0.2119253270635119,47,0.2910745463100887,0.06382978723404255,-0.7868648861700052,-9758.305419941971,-11990.76649646512,3.8297872340425534
0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,94,1.235525762944718,0.24468085106382978,0.1977192417760493,48,0.2860641807246319,0.0625,-0.7964159008425736,-10001.931056181333,-12235.407999246192,4.166666666666667
