sl_mode,min_gap_atr,min_body_ratio,min_range_atr,invalidate_buffer_atr,touch_tol_atr,sl_buffer_atr,max_fvg_age,piv_left,piv_right,min_rr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,69,1.0621443258972676,0.3333333333333333,0.022386579364839527,42,0.6058911372802778,0.23809523809523808,-0.3776484732107586,-3700.0388267781673,-5088.741045204952,5.809523809523809
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,82,0.7982360773605803,0.2926829268292683,-0.1653670645895991,43,0.6057989910310727,0.27906976744186046,-0.3166248990346984,-3680.12048695064,-5245.674404706027,9.186046511627907
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,67,1.1076511294963427,0.34328358208955223,0.055817413698490685,42,0.603909065984004,0.23809523809523808,-0.3773913603898429,-3730.7035244496583,-5119.179217233213,5.761904761904762
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,59,0.9698040894523292,0.3728813559322034,0.0021933538658975133,37,0.6027214440338358,0.2972972972972973,-0.3157364571020098,-2905.1750720038763,-3765.2873104992977,10.027027027027026
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,63,1.2360341992719974,0.31746031746031744,0.13508248310858406,37,0.5768285990451337,0.16216216216216217,-0.449221055832211,-3833.5039796747806,-5589.610455538343,5.864864864864865
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,55,1.2290132977844548,0.3090909090909091,0.17337252498943317,33,0.5722254836246871,0.21212121212121213,-0.40034979157569994,-3254.794494373884,-4858.0021876578685,8.878787878787879
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,38,1.3967512988631772,0.34210526315789475,0.24387848900550632,24,0.5720144373723893,0.20833333333333334,-0.40387262337166535,-2269.5355853862275,-3447.294396221012,12.083333333333334
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,69,1.0955782486245622,0.34782608695652173,0.04546157074530321,42,0.5651025960841247,0.23809523809523808,-0.3950871805579049,-3982.854993802197,-5186.789255487107,5.809523809523809
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,67,1.1469675287151937,0.3582089552238806,0.07943828214148907,42,0.5634607327737022,0.23809523809523808,-0.39484053958547466,-4009.4092177054554,-5213.343479390365,5.761904761904762
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,61,1.2927361147763767,0.32786885245901637,0.17549654389288108,38,0.5634510679736429,0.15789473684210525,-0.4681613795209443,-4048.583654484115,-5804.690130347677,5.7631578947368425
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,69,1.0371014972919113,0.30434782608695654,0.004389859157718047,41,0.5531029902432956,0.1951219512195122,-0.44580184418104496,-4338.863840899889,-5622.659390397035,6.7073170731707314
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,60,1.2827872818168842,0.3333333333333333,0.17654380923076868,37,0.5528476121186253,0.16216216216216217,-0.46768108637833816,-3912.3190390922828,-5588.564227143608,5.864864864864865
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,55,1.5473328528030117,0.34545454545454546,0.35659483794177255,34,0.5489378811390926,0.11764705882352941,-0.49668903245142293,-4032.210032731251,-5788.316508594813,6.794117647058823
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,55,1.5465846512585548,0.34545454545454546,0.3572192640207441,34,0.5470751132794581,0.11764705882352941,-0.49634860565056277,-4062.6482047595127,-5818.754680623075,6.735294117647059
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,59,1.117462665692949,0.288135593220339,0.0749429806229424,34,0.5461649147579076,0.20588235294117646,-0.4030242754181091,-3728.320810967598,-4923.841503043033,8.441176470588236
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,67,1.0128640257042176,0.3283582089552239,0.015793024144737513,39,0.5457519077010209,0.23076923076923078,-0.39605542053081155,-3973.506959980303,-5132.483232913713,8.076923076923077
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,51,1.1820234361768385,0.3137254901960784,0.14039753163921306,32,0.5417000440703887,0.1875,-0.4374991767430008,-3491.4233817523927,-4867.539470982476,7.375
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,58,1.3588872476935232,0.3448275862068966,0.22000431644082974,38,0.5386495417588052,0.15789473684210525,-0.48521435461371054,-4142.9415722427075,-5819.186760294033,5.7631578947368425
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,54,1.0839518166069935,0.2962962962962963,0.07231573108396859,33,0.5356967035761515,0.18181818181818182,-0.4466165735949609,-3653.0765267410898,-4770.5021876578685,9.303030303030303
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,35,1.3280128816584824,0.3142857142857143,0.1828242477399524,23,0.5302649202485972,0.21739130434782608,-0.43027721668145646,-2367.6963006565493,-3545.455111491334,11.0
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,82,0.9910106660375576,0.3048780487804878,-0.018420076467968945,42,0.5281097007251321,0.2619047619047619,-0.39410559870442186,-4265.140081699006,-5835.437162590111,9.380952380952381
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,53,1.6134127884252172,0.3584905660377358,0.397746395675613,33,0.5279943185986202,0.12121212121212122,-0.4975183034817724,-3983.8238027132393,-5660.068990764565,6.96969696969697
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,53,1.6186104578549918,0.3584905660377358,0.3984084751876041,33,0.5263489359310327,0.12121212121212122,-0.4972075587718292,-4010.2081323840757,-5686.453320435401,6.909090909090909
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,54,1.1092946269751873,0.2962962962962963,0.06545701283940954,33,0.5173568147042601,0.18181818181818182,-0.4399634684833555,-3973.9124150214993,-4942.341503043033,6.96969696969697
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,38,1.2618508947412836,0.3157894736842105,0.11769278144967432,26,0.516558555008574,0.19230769230769232,-0.44400160234655256,-2981.9366969561597,-3941.3325563929466,10.923076923076923
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,73,0.9753724509312657,0.3150684931506849,-0.03595752737541588,41,0.5162823490425051,0.21951219512195122,-0.4160061543325051,-4652.949988724926,-5748.637025457152,7.780487804878049
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,35,1.3280116429765711,0.3142857142857143,0.1828242630715461,23,0.512905506599621,0.21739130434782608,-0.4441552995119672,-2455.1963006565493,-3632.955111491334,11.0
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,57,1.0275962777595966,0.2807017543859649,0.0046295610540203445,34,0.5116017829123195,0.17647058823529413,-0.4483157392674395,-4162.444385703733,-4823.841503043033,8.852941176470589
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,35,1.1751184372971466,0.2857142857142857,0.060978216281563406,24,0.5104026891378547,0.20833333333333334,-0.4460269340556054,-2722.476600909249,-3681.872460346036,10.166666666666666
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,69,1.0772176474439672,0.3188405797101449,0.027741528440593178,41,0.5045992572262147,0.1951219512195122,-0.4616809392050308,-4707.180868916381,-5911.115130601291,6.7073170731707314
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,68,1.0533598711193508,0.3088235294117647,0.020395322241123316,41,0.5002268717252224,0.17073170731707318,-0.4999859071384579,-5021.373371933238,-6305.168921430384,6.512195121951219
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,87,0.7760494553296488,0.26436781609195403,-0.18643798843106835,43,0.4996291281902024,0.2558139534883721,-0.40633708717931366,-4837.407714016175,-6402.961631771563,9.232558139534884
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,64,1.2784093485516423,0.3125,0.167672845665837,38,0.4963961987811995,0.10526315789473684,-0.560438415758324,-4978.408668605836,-6734.515144469398,6.7631578947368425
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,59,0.9682130954273845,0.3728813559322034,0.0022781914586378687,37,0.4954392639901962,0.2702702702702703,-0.4080963990780032,-3842.1375175540743,-4702.249756049496,10.08108108108108
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,62,0.819957579772857,0.3387096774193548,-0.12829715143789638,39,0.4951358591957242,0.28205128205128205,-0.39079609485311007,-4123.803262226342,-5083.199121663129,9.948717948717949
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,65,1.2574014584859143,0.3076923076923077,0.14841662295538052,38,0.49509803316456363,0.10526315789473684,-0.5568958212305455,-5004.328993796502,-6760.435469660064,6.842105263157895
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,35,1.1751184372971466,0.2857142857142857,0.060978216281563406,24,0.4924263384130241,0.20833333333333334,-0.4599073830220981,-2822.4366969561597,-3781.8325563929466,10.166666666666666
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,69,1.187999216396049,0.3333333333333333,0.12880444168686916,39,0.4851944541377076,0.20512820512820512,-0.4605039662532674,-4660.77988087666,-5819.620684357236,8.974358974358974
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,67,1.0128509683997189,0.3283582089552239,0.01579354037404708,40,0.4811431585812705,0.2,-0.4677943647829962,-4831.8747436902195,-5732.160588310326,9.275
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,75,1.151102329042222,0.28,0.12051049885733477,44,0.4810766896166959,0.11363636363636363,-0.5517657989822321,-6367.405800636072,-9200.208695798647,3.0454545454545454
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,74,0.9885187269561653,0.2972972972972973,-0.027546652265230325,40,0.4775679569525353,0.2,-0.4638852894077085,-5015.6843282290065,-6111.371364961233,8.7
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,73,0.9753724509312657,0.3150684931506849,-0.03595752737541588,41,0.47288654386073603,0.1951219512195122,-0.47048858466116855,-5222.71629891124,-6036.45477044367,9.0
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,78,1.3244166354599838,0.28205128205128205,0.24608822479871625,45,0.46921206368343393,0.1111111111111111,-0.5635974571150977,-6677.678975524039,-9510.292213452645,3.488888888888889
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,68,1.0990194072543205,0.3235294117647059,0.04404903902596029,41,0.4644670695268283,0.17073170731707318,-0.5148917552026955,-5230.6419038685635,-6434.576165553473,6.512195121951219
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,63,1.2779523090228255,0.31746031746031744,0.16797789859249623,38,0.46300290411787615,0.10526315789473684,-0.5752616303810024,-5168.5695815211075,-6844.814769572433,6.7631578947368425
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,64,1.2440803805454994,0.3125,0.14873958034835527,38,0.46222715479125415,0.10526315789473684,-0.5726184443959531,-5184.722997678706,-6860.968185730031,6.842105263157895
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,75,1.1510705888568045,0.28,0.12051264268638297,46,0.45751259923734466,0.10869565217391304,-0.575582450669717,-7000.475182217473,-9510.095224495308,3.869565217391304
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,80,1.2812645703111738,0.275,0.21292764781569487,46,0.45750172085260155,0.10869565217391304,-0.5755799585754424,-7000.782020502615,-9510.212405546481,3.869565217391304
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,60,1.0867058990111822,0.2833333333333333,0.06903641215132485,34,0.4552948257328981,0.17647058823529413,-0.5205870065487221,-4450.237570051875,-5794.754835022555,9.294117647058824
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,46,1.452203945688879,0.391304347826087,0.30120413995905004,31,0.4531822615634974,0.1935483870967742,-0.4887389135423839,-3849.3433356526657,-4709.455574148087,10.03225806451613
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,47,1.352523337161295,0.3191489361702128,0.2556378376158108,32,0.45047376733058353,0.125,-0.5702732958408208,-4479.8807206486745,-6156.315565933968,5.90625
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,46,1.4023391452541552,0.32608695652173914,0.28596556332104595,32,0.4490205376852822,0.125,-0.569952840358692,-4506.265050319511,-6182.699895604805,5.84375
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,47,1.179370358737915,0.3404255319148936,0.0823152869546393,33,0.4313508620795756,0.18181818181818182,-0.5144279186564877,-4442.6535679907465,-5402.049427427533,9.727272727272727
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,39,1.335681790824559,0.3333333333333333,0.20981731610942306,24,0.4279550385622603,0.16666666666666666,-0.5462571991488219,-3206.288232750914,-4384.047043585699,12.166666666666666
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,64,0.9964739422456454,0.265625,-0.015563870016511862,35,0.4248622855005701,0.17142857142857143,-0.5227162814066781,-5092.640008715367,-5981.128730108569,8.857142857142858
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,42,1.3476599875809439,0.38095238095238093,0.225719213667945,30,0.4179702108440047,0.2,-0.5118816055885995,-3940.334380060689,-4800.582088008945,9.133333333333333
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,43,1.293390905249182,0.37209302325581395,0.1951324505895774,30,0.40505141351570223,0.2,-0.5225181379469807,-4027.7944761075996,-4888.042184055856,9.133333333333333
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,80,1.1740896597657524,0.275,0.1417534343982862,44,0.4046282022318204,0.09090909090909091,-0.6503491484051191,-7625.703957035206,-9858.165033558354,2.909090909090909
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,43,1.2486648069319575,0.3488372093023256,0.12530005392261018,32,0.4037264793807096,0.1875,-0.537931799708248,-4463.193471943836,-5422.589331380623,8.875
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,93,1.294127474390397,0.27956989247311825,0.21203461423474448,50,0.4001650585697728,0.14,-0.6002688566225426,-7970.40976237032,-10800.836821489866,4.06
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,93,1.2052040241153938,0.3010752688172043,0.1514846126661459,50,0.40012406015778373,0.14,-0.600253321131629,-7971.771273691564,-10802.19833281111,3.68
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,83,1.2888282716476849,0.26506024096385544,0.23400849726522852,45,0.39554883141743696,0.08888888888888889,-0.6600944759714252,-7919.703957035206,-10152.165033558354,3.3333333333333335
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,71,1.1414830170797132,0.323943661971831,0.09506283878146399,40,0.39091170124727426,0.175,-0.561204242972155,-5856.262860507741,-6756.413235675012,9.325
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,91,1.2301289926229526,0.3076923076923077,0.1775680072411064,51,0.39069407917067805,0.13725490196078433,-0.610355510000081,-8293.682701581318,-10800.926907816123,4.392156862745098
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,44,1.2033801508302067,0.3409090909090909,0.09763518853826665,32,0.3903720149672781,0.1875,-0.5483421364331175,-4563.1535679907465,-5522.549427427533,8.875
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,80,1.1740896597657524,0.275,0.1417534343982862,46,0.386741725554219,0.08695652173913043,-0.6696385196931002,-8219.688090493495,-10453.165033558354,3.717391304347826
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,85,1.247651727824472,0.25882352941176473,0.20293671043394823,46,0.386741725554219,0.08695652173913043,-0.6696385196931002,-8219.688090493495,-10453.165033558354,3.717391304347826
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,39,1.2112598456407877,0.3076923076923077,0.08675478990253169,26,0.3785886115257669,0.15384615384615385,-0.5795590375397305,-4039.2638279747844,-4998.659687411571,11.0
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,76,0.9491687655694905,0.2894736842105263,-0.05507081700247957,41,0.37696157344198455,0.17073170731707318,-0.564576977105521,-6380.003525976776,-7193.741997509205,9.048780487804878
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,89,1.289239963201657,0.2696629213483146,0.21822894038116541,46,0.37379963449885956,0.08695652173913043,-0.6764475716526706,-8034.746371150373,-10865.173430269919,3.9347826086956523
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,85,1.2438029917910884,0.29411764705882354,0.18684108803181781,46,0.3719492665841923,0.08695652173913043,-0.6775337538426482,-8098.577604778882,-10929.004663898428,3.5
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,84,1.264320524595346,0.2976190476190476,0.20130758958071585,47,0.3658484151846829,0.0851063829787234,-0.6881302488200078,-8315.194489249341,-10822.438695484147,4.276595744680851
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,90,1.2711808108375666,0.26666666666666666,0.20322100266418258,47,0.3658451457297378,0.0851063829787234,-0.6881292864505063,-8315.311670300514,-10822.55587653532,4.276595744680851
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,94,1.2644160482505977,0.2765957446808511,0.1972107846540975,51,0.36533303175225024,0.11764705882352941,-0.653335948759813,-8790.589512630242,-11297.833718865048,4.2745098039215685
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,46,1.449162236418646,0.391304347826087,0.30131294172787393,31,0.34808556144681707,0.16129032258064516,-0.5989753571876119,-4786.135886970442,-5646.248125465863,10.096774193548388
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,96,1.2709171804908173,0.2604166666666667,0.22083687962798737,50,0.3363858187828597,0.12,-0.6928923541115485,-9177.986955259985,-11410.448031783133,3.96
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,96,1.1885390638093498,0.28125,0.15455237466581484,50,0.3363858187828597,0.12,-0.6928923541115485,-9177.986955259985,-11410.448031783133,3.58
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,95,1.2010814228190958,0.28421052631578947,0.16722806488514338,51,0.3292765825174232,0.11764705882352941,-0.7008728228528762,-9478.197614361503,-11711.674557426362,4.294117647058823
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,47,1.1781149674630906,0.3404255319148936,0.0823805025737801,33,0.3247120007156777,0.15151515151515152,-0.6212307463844461,-5499.980699009371,-6459.376558446158,9.787878787878787
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,98,1.2286138854683388,0.25510204081632654,0.19369036386827274,51,0.29843977971082936,0.09803921568627451,-0.744644299710374,-10130.042447723361,-12363.51939078822,4.176470588235294
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,91,1.1764752450130176,0.26373626373626374,0.14570930893098794,46,0.2969312314468923,0.06521739130434782,-0.7800074136920129,-9486.805419941971,-11719.26649646512,3.369565217391304
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,90,1.189258373672418,0.26666666666666666,0.15899094787655896,47,0.29284732856771956,0.06382978723404255,-0.7887468190499042,-9677.431056181333,-11910.907999246192,4.170212765957447
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,93,1.2591793349144405,0.24731182795698925,0.2119253270635119,47,0.2910745463100887,0.06382978723404255,-0.7868648861700052,-9758.305419941971,-11990.76649646512,3.8297872340425534
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,94,1.235525762944718,0.24468085106382978,0.1977192417760493,48,0.2860641807246319,0.0625,-0.7964159008425736,-10001.931056181333,-12235.407999246192,4.166666666666667
