sl_mode,min_gap_atr,min_body_ratio,min_range_atr,invalidate_buffer_atr,touch_tol_atr,sl_buffer_atr,max_fvg_age,piv_left,piv_right,min_rr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,82,1.0536921953480378,0.3048780487804878,0.029601754530324636,33,0.8226296301479579,0.24242424242424243,-0.07203705644048561,-1429.1310496760125,-2545.7163858359854,8.484848484848484
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,82,1.0592471686370546,0.3048780487804878,0.024622579185916753,33,0.8223831695046482,0.24242424242424243,-0.07201589853840555,-1431.5457561548901,-2547.117150018683,8.484848484848484
impulse_candle,1.0,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,51,0.8080590951703902,0.35294117647058826,-0.15245611527539032,20,0.8514543301198272,0.4,-0.10064558383005102,-546.5737923240958,-1546.4487979784026,7.8
impulse_candle,1.0,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,51,0.8013362718016028,0.35294117647058826,-0.15041672551578686,20,0.8169099590053149,0.4,-0.12418373448113393,-673.6798058399436,-1546.4487979784026,7.3
zone,1.0,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,56,1.272463972952947,0.4107142857142857,0.17883975837350083,24,0.7712341590943276,0.3333333333333333,-0.19224283647100915,-1129.0335832714263,-1838.8143875771348,4.0
zone,1.0,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,56,1.2052812885801685,0.4107142857142857,0.13821704775079022,24,0.7661686357056695,0.3333333333333333,-0.1962492467274194,-1154.0335832714263,-1863.8143875771348,3.9583333333333335
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,78,0.9546387710522495,0.38461538461538464,-0.025946857462712563,36,0.762067243888424,0.3055555555555556,-0.07873614036443863,-1851.9414326809492,-2746.3214889806477,9.083333333333334
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,73,1.0005525973029612,0.3698630136986301,-0.001637255983798739,36,0.762067243888424,0.3055555555555556,-0.07873614036443863,-1851.9414326809492,-2746.3214889806477,9.083333333333334
impulse_candle,1.0,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,51,0.7613937068237666,0.35294117647058826,-0.18198056873493504,20,0.8514543301198272,0.4,-0.10064558383005102,-546.5737923240958,-1546.4487979784026,7.8
impulse_candle,1.0,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,51,0.7550596229097717,0.35294117647058826,-0.17994117897533163,20,0.8169099590053149,0.4,-0.12418373448113393,-673.6798058399436,-1546.4487979784026,7.3
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,58,0.7865590365894652,0.27586206896551724,-0.18294446520748428,40,0.7436542552132935,0.225,-0.1783040762704984,-2519.770213326061,-4181.111671347637,5.0
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,58,0.7957995092936122,0.27586206896551724,-0.1753514951463163,40,0.7436542552132935,0.225,-0.1783040762704984,-2519.770213326061,-4181.111671347637,5.0
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,78,0.9504755392396901,0.38461538461538464,-0.024803014754804256,36,0.7376093126732297,0.3055555555555556,-0.12826001524700292,-2042.0461760444014,-2937.4275024964954,8.833333333333334
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,77,0.992611870151191,0.37662337662337664,0.0008878602013702582,36,0.7376093126732297,0.3055555555555556,-0.12826001524700292,-2042.0461760444014,-2937.4275024964954,8.833333333333334
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,58,0.7623805607732461,0.27586206896551724,-0.19762181291685826,41,0.7337940384789975,0.21951219512195122,-0.20751310694749053,-2651.8532688338673,-4313.289834586387,4.926829268292683
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,58,0.7532121346714258,0.27586206896551724,-0.20521478297802628,41,0.7337940384789975,0.21951219512195122,-0.20751310694749053,-2651.8532688338673,-4313.289834586387,4.926829268292683
zone,1.0,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,56,1.2177850079285863,0.39285714285714285,0.125982154750343,24,0.7153807037504338,0.3333333333333333,-0.20973271622474965,-1395.5168122723408,-1828.4245078815657,4.125
zone,1.0,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,56,1.284419172170552,0.4107142857142857,0.1677706391273707,25,0.7135234012588358,0.32,-0.22699489356002764,-1528.2094159847402,-2138.8143875771348,3.8
zone,1.0,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,56,1.1577864619612663,0.39285714285714285,0.08708701840434963,24,0.710281888498862,0.3333333333333333,-0.21359331515941135,-1420.5168122723408,-1853.4245078815657,4.083333333333333
zone,1.0,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,56,1.2166048684962394,0.4107142857142857,0.12714792850466008,25,0.7088369264252057,0.32,-0.23084104740618144,-1553.2094159847402,-2163.8143875771348,3.76
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,64,0.7073082576916431,0.265625,-0.24926227368948267,40,0.70275762148539,0.2,-0.2289233424390061,-3101.002292795114,-4955.3630808090165,4.65
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,64,0.7155180337665386,0.265625,-0.24205073522794418,40,0.70275762148539,0.2,-0.2289233424390061,-3101.002292795114,-4955.3630808090165,4.65
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,64,0.7007609013201915,0.265625,-0.24805105148477347,41,0.6951503418082117,0.1951219512195122,-0.258912007778035,-3215.169664208901,-5069.530452222803,4.585365853658536
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,64,0.6926675361666619,0.265625,-0.2552625899463119,41,0.6951503418082117,0.1951219512195122,-0.258912007778035,-3215.169664208901,-5069.530452222803,4.585365853658536
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,55,0.8851235901174765,0.2545454545454545,-0.09156902503575308,35,0.6805709035830493,0.17142857142857143,-0.23834653819998997,-2945.9570858336156,-4880.553599208215,5.571428571428571
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,55,0.8851872098184126,0.2545454545454545,-0.09160772762350362,35,0.6805709035830493,0.17142857142857143,-0.23834653819998997,-2945.9570858336156,-4880.553599208215,5.571428571428571
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,88,0.957040624689041,0.3181818181818182,-0.028897391988387457,42,0.6739159063040565,0.2619047619047619,-0.2476711262233961,-3235.043842351166,-3578.4665838932196,5.880952380952381
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,88,0.8847608100440445,0.3181818181818182,-0.08301871781703031,42,0.6739159063040565,0.2619047619047619,-0.2476711262233961,-3235.043842351166,-3578.4665838932196,5.880952380952381
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,88,0.9617043081726105,0.3181818181818182,-0.035939203815516366,42,0.6734474124897255,0.2619047619047619,-0.2626162242656616,-3241.9454573478943,-3486.192366176634,5.833333333333333
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,88,0.88907215397257,0.3181818181818182,-0.09006052964415927,42,0.6734474124897255,0.2619047619047619,-0.2626162242656616,-3241.9454573478943,-3486.192366176634,5.833333333333333
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,55,0.8573707977222361,0.2545454545454545,-0.11616438582430809,36,0.6685095381061655,0.16666666666666666,-0.2694625866946714,-3112.352292915726,-5047.043914021269,5.416666666666667
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,55,0.857307178996727,0.2545454545454545,-0.11612568323655754,36,0.6685095381061655,0.16666666666666666,-0.2694625866946714,-3112.352292915726,-5047.043914021269,5.416666666666667
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,52,1.0288459477925795,0.2692307692307692,0.02686328043014432,33,0.6614202457211467,0.24242424242424243,-0.25607585195699967,-2565.588088048011,-3367.3260269482344,6.515151515151516
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,53,0.7462463589890206,0.2830188679245283,-0.17794956389212532,33,0.6614202457211467,0.24242424242424243,-0.25607585195699967,-2565.588088048011,-3367.3260269482344,6.515151515151516
zone,1.0,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,56,1.2239135743403888,0.39285714285714285,0.10906921102763947,25,0.6611003519638056,0.32,-0.24376563976665497,-1798.0910671040183,-2143.1868046594172,3.92
zone,1.0,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,56,1.1633512930424872,0.39285714285714285,0.07017407468164613,25,0.6563884153128157,0.32,-0.2474718147439302,-1823.0910671040183,-2168.1868046594172,3.88
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,53,0.7161263254618522,0.2830188679245283,-0.1963432757634021,34,0.6442013175582424,0.23529411764705882,-0.2811456973944634,-2768.2493169296577,-3569.987255829881,6.470588235294118
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,52,0.9735901652187093,0.2692307692307692,-0.0050896201689624426,34,0.6442013175582424,0.23529411764705882,-0.2811456973944634,-2768.2493169296577,-3569.987255829881,6.470588235294118
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,88,0.9846831030221269,0.32954545454545453,-0.022492907364542236,42,0.6243440312949442,0.2619047619047619,-0.27406570943214187,-3662.4102815628066,-3785.963783469837,6.0
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,88,0.9156577339867096,0.32954545454545453,-0.07420729752731771,42,0.6243440312949442,0.2619047619047619,-0.27406570943214187,-3662.4102815628066,-3785.963783469837,6.0
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,88,0.9897381513126008,0.32954545454545453,-0.027133482932425557,42,0.6240259027355003,0.2619047619047619,-0.28491834653929954,-3667.380514494682,-3703.122058347886,5.9523809523809526
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,88,0.9203584280969695,0.32954545454545453,-0.07884787309520101,42,0.6240259027355003,0.2619047619047619,-0.28491834653929954,-3667.380514494682,-3703.122058347886,5.9523809523809526
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,61,0.7885742659908224,0.2459016393442623,-0.18910868260063338,37,0.6003033001465337,0.13513513513513514,-0.34690335121110827,-4169.664451828648,-6024.025239842551,4.945945945945946
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,61,0.788517319706448,0.2459016393442623,-0.18916007216309041,37,0.6003033001465337,0.13513513513513514,-0.34690335121110827,-4169.664451828648,-6024.025239842551,4.945945945945946
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,51,1.0219027508611023,0.27450980392156865,0.02179555448683433,32,0.5889848281898208,0.21875,-0.2863925147453843,-3134.6613017982527,-3729.2373286706425,8.28125
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,52,0.7387097741482946,0.28846153846153844,-0.17920823948085524,32,0.5889848281898208,0.21875,-0.2863925147453843,-3134.6613017982527,-3729.2373286706425,8.28125
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,61,0.778925685890109,0.2459016393442623,-0.19664855552921698,38,0.5882727089435201,0.13157894736842105,-0.3746190498624222,-4383.007655955749,-6237.368443969652,4.842105263157895
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,61,0.7789822823591322,0.2459016393442623,-0.1965971659667599,38,0.5882727089435201,0.13157894736842105,-0.3746190498624222,-4383.007655955749,-6237.368443969652,4.842105263157895
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,52,0.7149130487074391,0.28846153846153844,-0.19753647951606218,33,0.5771700982257703,0.21212121212121213,-0.3024215180394957,-3290.9402373830308,-3885.5841983489518,8.363636363636363
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,51,0.9752667088333895,0.27450980392156865,-0.00995099609345257,33,0.5771700982257703,0.21212121212121213,-0.3024215180394957,-3290.9402373830308,-3885.5841983489518,8.363636363636363
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,52,0.9722990867623583,0.25,-0.029930494912201164,33,0.4999958995609856,0.12121212121212122,-0.5000517620431968,-4594.373903960106,-4907.734851019428,5.0
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,52,1.3253134655628533,0.25,0.2603294619059635,33,0.4999958995609856,0.12121212121212122,-0.5000517620431968,-4594.373903960106,-4907.734851019428,5.0
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,52,1.303047662195428,0.25,0.23083729967244274,34,0.49110306107446977,0.11764705882352941,-0.5253010233568793,-4760.7613417596585,-5074.225165832482,4.852941176470588
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,52,0.9480564913128764,0.25,-0.059422657145721924,34,0.49110306107446977,0.11764705882352941,-0.5253010233568793,-4760.7613417596585,-5074.225165832482,4.852941176470588
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,58,0.837866339539868,0.22413793103448276,-0.1385189084385059,33,0.44871237929402064,0.09090909090909091,-0.5841016151353671,-5408.40720293601,-5744.453988422916,4.636363636363637
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,58,1.1491244066539867,0.22413793103448276,0.13647996236355608,33,0.44871237929402064,0.09090909090909091,-0.5841016151353671,-5408.40720293601,-5744.453988422916,4.636363636363637
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,58,1.1497409763183422,0.22413793103448276,0.11376014165991206,34,0.44164841511273595,0.08823529411764706,-0.6092960631898621,-5565.321658482746,-5901.368443969652,4.5
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,58,0.8369952838131517,0.22413793103448276,-0.16123872914214993,34,0.44164841511273595,0.08823529411764706,-0.6092960631898621,-5565.321658482746,-5901.368443969652,4.5
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,72,0.9881351726320159,0.2361111111111111,-0.030256222258907856,31,0.36417667742135845,0.0967741935483871,-0.6553902891362687,-5894.400111965297,-5648.984861760502,7.548387096774194
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,72,0.9921491119950263,0.2361111111111111,-0.03360968906634465,31,0.36417667742135845,0.0967741935483871,-0.6553902891362687,-5894.400111965297,-5648.984861760502,7.548387096774194
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,70,0.9445312129853752,0.21428571428571427,-0.06480482206305074,31,0.36417667742135845,0.0967741935483871,-0.6553902891362687,-5894.400111965297,-5648.984861760502,7.548387096774194
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,70,0.9483556651796218,0.21428571428571427,-0.06825410220784288,31,0.36417667742135845,0.0967741935483871,-0.6553902891362687,-5894.400111965297,-5648.984861760502,7.548387096774194
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,66,1.1582950909728797,0.2727272727272727,0.09885911641800998,31,0.33869386364962906,0.0967741935483871,-0.6639680930086425,-5978.847310633901,-5657.412588822619,7.612903225806452
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,68,1.2216481998206297,0.29411764705882354,0.14440862413421657,31,0.33869386364962906,0.0967741935483871,-0.6639680930086425,-5978.847310633901,-5657.412588822619,7.612903225806452
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,66,1.1528601958082674,0.2727272727272727,0.10162697749686003,31,0.338659837072808,0.0967741935483871,-0.6639676649929889,-5979.755694630912,-5658.218095806129,7.612903225806452
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,68,1.2159023465468854,0.29411764705882354,0.14709507753427686,31,0.338659837072808,0.0967741935483871,-0.6639676649929889,-5979.755694630912,-5658.218095806129,7.612903225806452
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,38,1.1931734605686057,0.34210526315789475,0.17061900176357514,26,0.3174777927912471,0.07692307692307693,-0.6825053443647776,-4955.3798003288975,-4966.815867568635,8.076923076923077
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,40,1.5414738658554445,0.325,0.4055185460164772,26,0.3174288057958419,0.07692307692307693,-0.6824946955324818,-4956.500255866587,-4966.815867568635,8.076923076923077
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,39,1.1862799372423065,0.3333333333333333,0.16570444753073815,27,0.3105993653964157,0.07407407407407407,-0.7213702237916718,-5219.452204583737,-5183.138941462363,5.962962962962963
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,41,1.5297233268737835,0.3170731707317073,0.40621110231499796,27,0.3105993653964157,0.07407407407407407,-0.7213702237916718,-5219.452204583737,-5183.138941462363,5.962962962962963
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,38,1.2291710597542178,0.34210526315789475,0.1956997512854373,27,0.30466224819627785,0.07407407407407407,-0.6974259451095391,-5260.786516431574,-5272.149100090239,7.814814814814815
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,40,1.5747417516822755,0.325,0.4293452580622462,27,0.30461713598779866,0.07407407407407407,-0.6974156906784394,-5261.906971969263,-5272.149100090239,7.814814814814815
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,61,1.0441568837220292,0.32786885245901637,0.049244943826147795,30,0.30244486715602575,0.1,-0.6976581666754886,-5865.741112084979,-5547.741112084979,9.566666666666666
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,61,1.100373249030781,0.36065573770491804,0.09444725776084367,30,0.30244486715602575,0.1,-0.6976581666754886,-5865.741112084979,-5547.741112084979,9.566666666666666
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,63,1.0951124444240006,0.36507936507936506,0.09474586365720214,30,0.30243337720404717,0.1,-0.6976700949478576,-5865.837731091167,-5547.837731091167,9.566666666666666
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,63,1.040664030463285,0.3333333333333333,0.05097854381567122,30,0.30243337720404717,0.1,-0.6976700949478576,-5865.837731091167,-5547.837731091167,9.566666666666666
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,48,0.7801185618130005,0.2708333333333333,-0.15614069158160973,30,0.30130771194127165,0.1,-0.6764007873131258,-5727.226674677746,-5455.609817893361,8.366666666666667
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,49,1.0666147875912835,0.2653061224489796,0.049947718644387996,30,0.30130771194127165,0.1,-0.6764007873131258,-5727.226674677746,-5455.609817893361,8.366666666666667
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,53,1.5021263525373127,0.39622641509433965,0.34765607358655065,25,0.2992724757956022,0.08,-0.7210216858647358,-4994.085065004743,-4678.4461235423805,9.08
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,55,1.295661328930923,0.34545454545454546,0.22320303246327736,25,0.2992724757956022,0.08,-0.7210216858647358,-4994.085065004743,-4678.4461235423805,9.08
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,41,1.561872204074348,0.3170731707317073,0.43096537970851817,28,0.2991030011976931,0.07142857142857142,-0.7345315601008776,-5510.452204583737,-5474.138941462363,5.785714285714286
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,39,1.2208937367235826,0.3333333333333333,0.19172817504700296,28,0.2991030011976931,0.07142857142857142,-0.7345315601008776,-5510.452204583737,-5474.138941462363,5.785714285714286
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,62,1.1784310362261636,0.3870967741935484,0.13995893682439475,30,0.297213752943448,0.1,-0.6771476760921478,-5903.481687323125,-5631.932764632271,10.0
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,62,1.104676219339059,0.3548387096774194,0.09674723618703092,30,0.297213752943448,0.1,-0.6771476760921478,-5903.481687323125,-5631.932764632271,10.0
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,60,1.0456871688546212,0.3333333333333333,0.04563144478361279,30,0.2971967916314048,0.1,-0.6771511450278975,-5904.189571923802,-5632.572715139417,10.0
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,60,1.118212278590143,0.36666666666666664,0.0913022891663014,30,0.2971967916314048,0.1,-0.6771511450278975,-5904.189571923802,-5632.572715139417,10.0
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,48,0.8004683665930623,0.2708333333333333,-0.13564774460243095,31,0.29684714381594673,0.0967741935483871,-0.7099041302317711,-5960.6267618722195,-5649.313498750846,6.516129032258065
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,49,1.0910597911688151,0.2653061224489796,0.07848826867621646,31,0.29684714381594673,0.0967741935483871,-0.7099041302317711,-5960.6267618722195,-5649.313498750846,6.516129032258065
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,48,0.7315639232961921,0.2708333333333333,-0.18987214250114684,31,0.29567856157873634,0.0967741935483871,-0.680871204732688,-5883.594601239849,-5612.045678548995,8.483870967741936
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,49,1.0173367499405488,0.2653061224489796,0.01690466468239248,31,0.29567856157873634,0.0967741935483871,-0.680871204732688,-5883.594601239849,-5612.045678548995,8.483870967741936
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,52,1.45080020837563,0.38461538461538464,0.29624450462536633,25,0.29361651738118066,0.08,-0.6951256172806529,-5019.421182673781,-4747.32495280858,9.6
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,54,1.2592537884335866,0.3333333333333333,0.19052721513827559,25,0.29361651738118066,0.08,-0.6951256172806529,-5019.421182673781,-4747.32495280858,9.6
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,49,1.0412356481255827,0.2653061224489796,0.04376154469437547,32,0.2899237944279591,0.09375,-0.7223702227086064,-6163.376981731191,-5852.063718609817,6.5
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,48,0.7514748243371027,0.2708333333333333,-0.17109794200056036,32,0.2899237944279591,0.09375,-0.7223702227086064,-6163.376981731191,-5852.063718609817,6.5
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,55,1.2956539676950949,0.34545454545454546,0.223195657840691,26,0.28753234497105107,0.07692307692307693,-0.7352088379641474,-5285.085065004743,-4969.4461235423805,8.76923076923077
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,53,1.5021180189603445,0.39622641509433965,0.34764842067631957,26,0.28753234497105107,0.07692307692307693,-0.7352088379641474,-5285.085065004743,-4969.4461235423805,8.76923076923077
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,52,1.4508943393998444,0.38461538461538464,0.29623931042303986,26,0.28152417944452995,0.07692307692307693,-0.7101402532727478,-5324.637450745933,-5052.467737299659,9.26923076923077
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,54,1.2593257012327665,0.3333333333333333,0.19052221331381303,26,0.28152417944452995,0.07692307692307693,-0.7101402532727478,-5324.637450745933,-5052.467737299659,9.26923076923077
