min_gap_atr,min_body_ratio,min_range_atr,invalidate_buffer_atr,touch_tol_atr,sl_buffer_atr,max_fvg_age,piv_left,piv_right,min_rr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,31,0.882985553623628,0.22580645161290322,-0.1522132911174575,25,0.5063981446464625,0.12,-0.578164786731494,-3929.5236275146017,-4476.533707928247,4.16
1.0,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,51,0.47324817635112093,0.2549019607843137,-0.441420129997793,35,0.6776099938138636,0.2571428571428571,-0.2748776902435259,-2827.472829993181,-2749.674479384761,13.942857142857143
0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,40,0.9457364307802856,0.225,-0.06418123516437099,26,0.4644756258203943,0.15384615384615385,-0.5888772201943346,-3961.569950921985,-3583.569950921985,7.3076923076923075
1.0,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,50,0.46287572419999595,0.26,-0.4459774559817485,35,0.665013665337108,0.2571428571428571,-0.2849850742650598,-2941.642315462297,-2812.4599803215388,13.82857142857143
0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,36,1.0362408684907345,0.2222222222222222,0.01916994167393789,24,0.46227586414169114,0.08333333333333333,-0.6516249839065403,-3983.220045927781,-3605.220045927781,8.0
1.0,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,51,0.4522214775375297,0.23529411764705882,-0.4712723342540938,35,0.706280037426864,0.2571428571428571,-0.2559015662294105,-2595.0654550521067,-2749.08019307442,13.82857142857143
0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,40,0.9457364307802856,0.225,-0.06418123516437099,27,0.441782018025989,0.14814814814814814,-0.6139805330266432,-4341.569950921985,-3963.569950921985,7.037037037037037
1.0,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,50,0.4416918512049168,0.24,-0.47709434869245193,35,0.6936775229923301,0.2571428571428571,-0.2660636920261201,-2710.0349540868556,-2864.049692109169,13.714285714285714
0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,36,1.0362408684907345,0.2222222222222222,0.01916994167393789,25,0.43971873638321857,0.08,-0.6762266512169454,-4363.220045927781,-3985.220045927781,7.68
0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,40,1.0139978680344204,0.25,-0.009843785212595945,26,0.4349222046488983,0.15384615384615385,-0.5964386218269342,-4176.2680357320205,-3801.2260007245204,7.384615384615385
0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,36,1.208816760140995,0.25,0.15550011434809274,24,0.42699710956366693,0.08333333333333333,-0.6616117084162064,-4238.088356408647,-3863.046321401147,8.666666666666666
1.0,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,51,0.4144125416828684,0.2549019607843137,-0.4908409907780812,36,0.5635207768592283,0.25,-0.3804945102710108,-3947.436103359367,-3599.640110182314,11.444444444444445
1.0,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,51,0.41439376294102637,0.2549019607843137,-0.49083492809922746,36,0.551443857744373,0.25,-0.39032113362527987,-4061.6055888284827,-3713.80959565143,11.333333333333334
0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,40,1.0139882211710276,0.25,-0.009842217814882547,27,0.41386167730083656,0.14814814814814814,-0.6207724354037347,-4552.360083076048,-4177.318048068548,7.111111111111111
1.0,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,36,0.4098155026052491,0.16666666666666666,-0.5512422977978333,23,0.7654620272938519,0.17391304347826086,-0.23330283047390674,-1487.9088988478034,-2095.2680539446883,13.91304347826087
1.0,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,43,0.409449675254656,0.18604651162790697,-0.5402430206658895,30,0.6079854511582004,0.16666666666666666,-0.3933903939267665,-3269.0755025736144,-3422.258561497234,13.066666666666666
1.0,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,42,0.40921834764686704,0.19047619047619047,-0.5348898975562575,30,0.5129218648793882,0.13333333333333333,-0.49438896756466627,-4196.635881386006,-3848.839888208953,13.433333333333334
0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,36,1.2087817630245579,0.25,0.1555023733461804,25,0.40634707406284615,0.08,-0.6852880713271098,-4613.957660342625,-4238.915625335125,8.32
0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,35,1.0959173012006604,0.22857142857142856,0.050349280353469555,23,0.4057630642119155,0.08695652173913043,-0.7073892171612759,-4177.220045927781,-3839.220045927781,8.08695652173913
1.0,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,51,0.39353141263703395,0.23529411764705882,-0.5228400769277636,36,0.5857429347026811,0.25,-0.36572240546652224,-3783.0654550521067,-3445.0654550521067,11.333333333333334
1.0,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,51,0.3935242767635189,0.23529411764705882,-0.5228465676659307,36,0.5737057136825399,0.25,-0.3756022499911011,-3898.0349540868556,-3560.0349540868556,11.222222222222221
0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,35,1.0959173012006604,0.22857142857142856,0.050349280353469555,24,0.3849534466807852,0.08333333333333333,-0.7306924442240006,-4557.220045927781,-4219.220045927781,7.75
0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,35,1.1865048355284058,0.2571428571428571,0.11313449799833794,23,0.37465359321360453,0.08695652173913043,-0.7146766635151944,-4390.968085865898,-4043.1720926888447,8.73913043478261
0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,35,1.186468450950094,0.2571428571428571,0.11313682153922809,24,0.3556173943376728,0.08333333333333333,-0.7371285017515943,-4766.837389799875,-4419.0413966228225,8.375
1.0,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,35,0.35108155340916497,0.14285714285714285,-0.6258288212446538,21,0.722473312383606,0.19047619047619047,-0.270758061966135,-1574.4088988478034,-2095.2680539446883,13.238095238095237
1.0,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,35,0.35108155340916497,0.14285714285714285,-0.6258288212446538,21,0.7224967967163446,0.19047619047619047,-0.2707354043777632,-1574.2756722281774,-2095.1348273250624,13.238095238095237
1.0,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,43,0.3496543726563153,0.16279069767441862,-0.6152161652862687,30,0.6071322803292759,0.16666666666666666,-0.39295969847076745,-3280.838326970217,-3434.021385893837,13.1
1.0,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,42,0.3461565976434155,0.16666666666666666,-0.6095021321750198,30,0.5122737632994154,0.13333333333333333,-0.49401345908914857,-4207.601391532291,-3859.805398355238,13.466666666666667
1.0,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,36,0.3388890774567917,0.1388888888888889,-0.640793553872175,23,0.7654830277067817,0.17391304347826086,-0.23328214311061082,-1487.7756722281774,-2095.1348273250624,13.91304347826087
1.0,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,36,0.33197615932599484,0.1388888888888889,-0.6452132150044962,22,0.7639648001447412,0.18181818181818182,-0.21929410391003942,-1418.113909474545,-1986.5589571796736,14.636363636363637
1.0,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,43,0.31116619433983184,0.16279069767441862,-0.6506753101845381,30,0.45248429185875616,0.13333333333333333,-0.5642657778452139,-4752.983862374138,-4414.983862374138,12.066666666666666
1.0,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,43,0.31116619433983184,0.16279069767441862,-0.6506753101845381,30,0.45309393131220843,0.13333333333333333,-0.564696473301213,-4741.221037977535,-4403.221037977535,12.033333333333333
1.0,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,42,0.30844998632721315,0.16666666666666666,-0.6442905171723725,30,0.42958872504574136,0.13333333333333333,-0.5770895172195212,-4921.350121870899,-4573.554128693846,12.633333333333333
1.0,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,42,0.3084169183669173,0.16666666666666666,-0.6442864990663655,30,0.4301308902340596,0.13333333333333333,-0.5774650256950389,-4910.384611724614,-4562.588618547561,12.6
1.0,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,36,0.26456265900707676,0.1111111111111111,-0.7322680893536393,22,0.7642026860070994,0.18181818181818182,-0.2194002857461119,-1416.2847895964587,-1986.8401503189743,14.636363636363637
