sl_mode,min_gap_atr,min_body_ratio,min_range_atr,invalidate_buffer_atr,touch_tol_atr,sl_buffer_atr,max_fvg_age,piv_left,piv_right,min_rr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,115,1.0372346873542901,0.24347826086956523,-0.006015001781030358,37,1.0576264499403367,0.2972972972972973,-0.02456199941185888,391.0789095070795,-2789.1100474119303,5.027027027027027
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,53,1.0611074553941988,0.2830188679245283,0.005588179049012547,21,1.0346978946630518,0.3333333333333333,-0.017232858504464352,117.91183865116909,-1829.0206022079947,7.904761904761905
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,54,1.1834230073964445,0.3148148148148148,0.0986992687754283,21,1.0346978946630518,0.3333333333333333,-0.017232858504464352,117.91183865116909,-1829.0206022079947,7.904761904761905
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,99,1.0243976491753015,0.24242424242424243,0.0029654739081816433,33,1.5148236543886469,0.3333333333333333,0.2488491955253755,2881.4412546088643,-2718.5024251725117,6.333333333333333
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,110,1.0220811631498727,0.2636363636363636,-0.02463042910598411,35,1.2105339194548832,0.34285714285714286,0.0964735537031187,1268.4884462221526,-2736.965308552659,5.0285714285714285
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,97,1.0176309739934781,0.2268041237113402,-0.027913761114291048,33,1.6427439002447013,0.36363636363636365,0.34611143979234965,3527.280436135261,-2736.965308552659,6.424242424242424
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,110,1.0163706560687318,0.2636363636363636,-0.024373201484756017,35,1.2105339194548832,0.34285714285714286,0.0964735537031187,1268.4884462221526,-2736.965308552659,5.0285714285714285
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,125,1.015139121850744,0.248,-0.026951266390209207,38,1.2033005691138399,0.34210526315789475,0.07216676346708586,1325.4075012758258,-2401.91550844819,5.842105263157895
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,120,1.014489571310121,0.26666666666666666,-0.047016460592492086,38,1.0138085906315344,0.34210526315789475,-0.02933496638678223,89.9795011476017,-2857.7456127637633,4.657894736842105
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,65,1.3269721040492277,0.35384615384615387,0.17482133852058845,26,1.0126755913091816,0.3076923076923077,-0.054350812435833756,53.92495772865368,-2276.0601677572413,7.769230769230769
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,66,1.3232999261964515,0.36363636363636365,0.18183755854369643,26,1.0126755913091816,0.3076923076923077,-0.054350812435833756,53.92495772865368,-2276.0601677572413,7.769230769230769
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,97,1.012606010389444,0.2268041237113402,-0.02765936473787545,33,1.6427439002447013,0.36363636363636365,0.34611143979234965,3527.280436135261,-2736.965308552659,6.424242424242424
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,120,1.0099875451989693,0.26666666666666666,-0.046809624087124996,39,1.0617651128878696,0.358974358974359,-0.00023193572293693046,402.7117467368371,-2545.013367174528,4.897435897435898
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,71,1.2881894377501912,0.36619718309859156,0.13235855066742597,28,0.9959246890119483,0.35714285714285715,-0.06048899664090894,-17.2969350187268,-2208.1607539377364,7.964285714285714
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,101,0.9947622134861817,0.22772277227722773,-0.0312079519632987,33,1.5148236543886469,0.3333333333333333,0.2488491955253755,2881.4412546088643,-2718.5024251725117,6.333333333333333
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,71,1.265207587823947,0.36619718309859156,0.12103291651946663,28,0.9856357431732167,0.39285714285714285,-0.035547191909471254,-58.681797844183166,-2208.1607539377364,7.178571428571429
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,99,0.9661993982798508,0.2222222222222222,-0.07247419856449058,31,1.4104731346350605,0.3225806451612903,0.20677715361961133,2271.9341424810555,-2736.965308552659,6.741935483870968
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,64,1.3401686066382545,0.359375,0.18156944363811456,25,0.963611482695699,0.32,-0.07026682020947439,-149.01747368407086,-2276.0601677572413,6.84
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,65,1.3360092198888343,0.36923076923076925,0.1885897885059238,25,0.963611482695699,0.32,-0.07026682020947439,-149.01747368407086,-2276.0601677572413,6.84
zone,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,99,0.9615233405974166,0.2222222222222222,-0.07222494150881072,31,1.4104731346350605,0.3225806451612903,0.20677715361961133,2271.9341424810555,-2736.965308552659,6.741935483870968
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,125,0.9745903168352168,0.248,-0.05424493579570706,40,0.9614460746891609,0.325,-0.09008833561052323,-268.05920519797655,-2511.305660553742,5.125
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,112,1.0351628241504922,0.25892857142857145,0.0032909826831928257,37,0.9183783496982234,0.2972972972972973,-0.1171655731955668,-553.9210904929205,-2905.1100474119303,4.621621621621622
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,114,1.0061424147818352,0.24561403508771928,-0.02695525902947972,37,0.9183783496982234,0.2972972972972973,-0.1171655731955668,-553.9210904929205,-2905.1100474119303,4.621621621621622
zone,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,123,0.9996584911226012,0.2601626016260163,-0.02711408056309135,39,0.9159125951253317,0.3076923076923077,-0.12113320709083131,-584.6461219222983,-2827.892577278064,4.897435897435898
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,85,0.8898848154848064,0.24705882352941178,-0.09287444517227872,28,1.1549009580160632,0.32142857142857145,0.0465558430455074,718.7717259153724,-2069.2019401380094,7.5
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,85,0.8871293477576582,0.24705882352941178,-0.09276114197452497,28,1.1549009580160632,0.32142857142857145,0.0465558430455074,718.7717259153724,-2069.2019401380094,7.5
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,55,1.025311079357199,0.2727272727272727,-0.01830376879618691,21,0.8834970911879706,0.2857142857142857,-0.14654887804283426,-413.8486743493413,-2065.3869198601315,9.428571428571429
zone,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,56,1.1407456288681102,0.30357142857142855,0.07190856679437828,21,0.8834970911879706,0.2857142857142857,-0.14654887804283426,-413.8486743493413,-2065.3869198601315,9.428571428571429
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,57,1.2011534692544643,0.3157894736842105,0.13967284049787587,21,0.8801292240020243,0.2857142857142857,-0.13287249773209414,-442.4433249158392,-2113.5024251725117,9.428571428571429
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,58,1.3377785079455276,0.3448275862068966,0.2290330542125455,21,0.8801292240020243,0.2857142857142857,-0.13287249773209414,-442.4433249158392,-2113.5024251725117,9.428571428571429
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,73,1.2749697421973594,0.3698630136986301,0.14791746886600324,28,0.852383229485547,0.35714285714285715,-0.15460631414834008,-635.1872965770744,-2112.814907074062,7.285714285714286
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,107,0.8394008305943598,0.2523364485981308,-0.14479299565369907,35,1.1485436101593935,0.37142857142857144,0.05896466962726429,809.0727696502727,-2260.2019401380094,6.428571428571429
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,107,0.8291391828649507,0.2523364485981308,-0.15051705172576832,36,1.1153348660792255,0.3611111111111111,0.02810760992391015,646.8989362016291,-2422.375773586653,6.305555555555555
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,56,1.3879511854196414,0.35714285714285715,0.2598965473271067,22,0.8172652263619974,0.2727272727272727,-0.21796882831857528,-675.6523346146787,-2113.5024251725117,7.909090909090909
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,55,1.2433645448749948,0.32727272727272727,0.16784802571580476,22,0.8172652263619974,0.2727272727272727,-0.21796882831857528,-675.6523346146787,-2113.5024251725117,7.909090909090909
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,73,1.304747522758164,0.3698630136986301,0.16397836702189114,28,0.8096936403648906,0.32142857142857145,-0.17833842824135696,-877.3024337516108,-2112.814907074062,8.071428571428571
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,107,0.8051840104365985,0.2523364485981308,-0.16591945202343952,36,0.9862313513206358,0.3611111111111111,-0.03617188827658354,-79.42723034972732,-2260.2019401380094,5.833333333333333
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,73,1.2383521089725618,0.3561643835616438,0.11935005301192579,29,0.7962877815038262,0.3448275862068966,-0.18519206967636015,-938.2878979512025,-2415.91550844819,7.413793103448276
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,107,0.795340214313467,0.2523364485981308,-0.17164350809550874,37,0.9592638468547345,0.35135135135135137,-0.06362371507163492,-241.6010637983709,-2422.375773586653,5.72972972972973
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,96,0.7937427072282214,0.22916666666666666,-0.1661362070272333,33,1.0750350289824258,0.3333333333333333,-0.0215568367121793,392.52338919117756,-2260.2019401380094,6.242424242424242
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,96,0.7915909372354545,0.22916666666666666,-0.16603588648755555,34,1.0427097175150748,0.3235294117647059,-0.05186073797633529,230.349555742534,-2422.375773586653,6.117647058823529
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,83,0.7859612485089384,0.24096385542168675,-0.15649616166295316,28,1.1448146150133414,0.32142857142857145,0.04123268874603488,674.141276770446,-1779.7019401380094,7.285714285714286
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,83,0.7834811344703795,0.24096385542168675,-0.1563801282676632,27,1.2249387087958965,0.3333333333333333,0.08131633058943027,978.641276770446,-1779.7019401380094,7.555555555555555
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,103,0.7774362784331853,0.24271844660194175,-0.18028788209391367,34,1.4737271742316396,0.4117647058823529,0.22046150060612318,2349.147054892943,-1774.6690381520457,8.235294117647058
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,103,0.7674808183423327,0.24271844660194175,-0.18644635702043755,35,1.424782781832635,0.4,0.1841832587843763,2178.7993879956703,-1945.0167050493183,8.057142857142857
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,73,1.2680629808309014,0.3561643835616438,0.1354109511678137,29,0.7597363089792537,0.3103448275862069,-0.2081058350075489,-1180.4030351257388,-2415.91550844819,8.172413793103448
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,99,0.7551857596208736,0.23232323232323232,-0.18529177865266652,34,1.0965409787382663,0.3235294117647059,0.0034093868957282346,535.5323045597324,-2260.2019401380094,6.411764705882353
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,99,0.7531971461012757,0.23232323232323232,-0.18519449812934255,35,1.0653939214928472,0.3142857142857143,-0.026742009292534976,373.3584711110889,-2422.375773586653,6.285714285714286
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,103,0.7447665353129299,0.24271844660194175,-0.20118616464136607,35,1.2831104761530376,0.4,0.12145370489046713,1487.4724342302143,-1774.6690381520457,7.571428571428571
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,103,0.73522894897829,0.24271844660194175,-0.20734463956788998,36,1.2428155933064842,0.3888888888888889,0.08893340855587033,1317.1247673329417,-1945.0167050493183,7.416666666666667
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,2.0,83,0.7326809787879924,0.21686746987951808,-0.20201342613024806,26,1.5227104954552204,0.38461538461538464,0.29973866168537927,2171.80485506729,-1577.2410961773712,10.73076923076923
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,2.0,83,0.732620881356961,0.21686746987951808,-0.20201752414746713,26,1.5227104954552204,0.38461538461538464,0.29973866168537927,2171.80485506729,-1577.2410961773712,10.73076923076923
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,53,0.9977174004866198,0.32075471698113206,0.017799640348591324,26,0.7127108733787637,0.3076923076923077,-0.26478771286749947,-1180.7259458129556,-1534.9422775011262,9.76923076923077
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,50,1.0874502700570197,0.34,0.06817296754331278,25,0.7095829471685465,0.32,-0.2557735500895873,-1143.177292594235,-1534.9422775011262,9.08
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,2,1.0,60,1.121333465950829,0.36666666666666664,0.07834178597725346,28,0.6966631239499446,0.35714285714285715,-0.24173432164416872,-1239.4174014977907,-2025.5482246104366,7.357142857142857
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,66,1.3472609758665974,0.3484848484848485,0.19461938453176206,26,0.6947844855172899,0.2692307692307692,-0.27632644409281315,-1387.1886609851354,-2416.5024251725117,7.576923076923077
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,67,1.3458918579293695,0.3582089552238806,0.20248145022776598,26,0.6947844855172899,0.2692307692307692,-0.27632644409281315,-1387.1886609851354,-2416.5024251725117,7.576923076923077
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.0,60,1.162305038621443,0.36666666666666664,0.07907528433370704,29,0.6883577870088123,0.3793103448275862,-0.2200922967516757,-1251.6180604441106,-2205.7019401380094,5.758620689655173
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,52,0.8218652324272226,0.2692307692307692,-0.10467003109221114,27,0.6843459275009683,0.2962962962962963,-0.2938428702855557,-1351.0736127102282,-1705.2899443983988,9.481481481481481
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.0,60,1.18484871987486,0.36666666666666664,0.09011888876308159,29,0.6803032816845217,0.3448275862068966,-0.25709180949123056,-1337.6756290313788,-2205.7019401380094,6.551724137931035
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,49,0.8902958907139297,0.2857142857142857,-0.060766819961319996,26,0.6801489823165834,0.3076923076923077,-0.2862929121305654,-1313.5249594915076,-1705.2899443983988,8.807692307692308
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,1.5,95,0.6757687720603704,0.2,-0.2619875727451305,31,1.6940944451899331,0.41935483870967744,0.30745066535386445,3031.7076669530143,-1470.7437987782905,9.03225806451613
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,1.5,95,0.6738993904899122,0.2,-0.26189215431431034,32,1.630504360819519,0.40625,0.26505292696296195,2861.3600000557417,-1641.091465675563,8.8125
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,5,3,1.0,60,0.988889816713223,0.3333333333333333,-0.004774571404390884,29,0.6687808839440612,0.3448275862068966,-0.26958061962730145,-1409.7650683950633,-2195.895891507709,7.172413793103448
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,2,2.0,80,0.6664474688542334,0.2125,-0.2514907444981206,25,1.6389299217612705,0.4,0.34693500553969003,2454.884198385269,-1273.315856803616,10.04
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,3,3,2.0,80,0.6663895337840181,0.2125,-0.2514949961909854,24,1.7356645836185032,0.4166666666666667,0.4046743357726828,2669.022374589411,-1273.315856803616,10.458333333333334
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.0,60,1.030829300973191,0.3333333333333333,-0.007256076340133743,30,0.6616407976443973,0.36666666666666664,-0.24781886951640264,-1413.7918938927542,-2367.875773586653,5.633333333333334
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.0,60,1.0527721126565612,0.3333333333333333,0.0037875280892408145,30,0.6549195144159525,0.3333333333333333,-0.28358506516463905,-1499.8494624800223,-2367.875773586653,6.4
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,65,1.358415186174196,0.35384615384615387,0.20104356318430963,25,0.6535614312471941,0.28,-0.30402563937997695,-1468.1886609851354,-2416.5024251725117,6.64
zone,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,66,1.3567234359977496,0.36363636363636365,0.20892741504763856,25,0.6535614312471941,0.28,-0.30402563937997695,-1468.1886609851354,-2416.5024251725117,6.64
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,2,1.5,98,0.6379415993486355,0.20408163265306123,-0.27799978493766164,33,1.5368206884157412,0.3939393939393939,0.24581686464504654,2642.6983410748508,-1774.6690381520457,8.818181818181818
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,2,1.0,60,1.104218937540008,0.36666666666666664,0.06770020431015555,28,0.637182168116835,0.35714285714285715,-0.27402888179923274,-1482.1889402864908,-2025.5482246104366,6.5
impulse_candle,0.5,0.5,0.6,0.05,0.05,0.1,60,5,3,1.5,98,0.6362280458672905,0.20408163265306123,-0.27790728747921345,34,1.4854202089059731,0.38235294117647056,0.20772586970975057,2472.350674177578,-1945.0167050493183,8.617647058823529
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.1,60,3,3,1.0,60,0.9722594306387751,0.3333333333333333,-0.015416153071488775,29,0.6116761427539545,0.3448275862068966,-0.300761574259777,-1652.5366071837634,-2195.895891507709,6.344827586206897
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,1.5,53,1.044300762267292,0.32075471698113206,0.04676862870896406,28,0.5277123206800219,0.25,-0.4000267383847483,-2236.1413915795783,-2307.6905585868444,8.142857142857142
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,1.5,50,1.1274967081701994,0.34,0.0984886922925054,27,0.5173430769424111,0.25925925925925924,-0.39714017446203087,-2204.150306948133,-2316.721021448022,7.444444444444445
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,1.5,52,0.8753122949824338,0.2692307692307692,-0.07965012368382571,29,0.5102356408621722,0.2413793103448276,-0.42250476394711844,-2398.315225028222,-2469.864392035488,7.931034482758621
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,1.5,49,0.9395362491839832,0.2857142857142857,-0.0346144722144646,28,0.4996011200772103,0.25,-0.4205240782202971,-2366.324140396777,-2478.8948548966655,7.25
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,3,2.0,45,0.9568412842703403,0.26666666666666666,-0.0602569636565087,21,0.4594459583845891,0.23809523809523808,-0.44022768677119034,-2018.2676739289018,-2130.8383884287905,7.428571428571429
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,3,2,2.0,46,1.0826043452010508,0.30434782608695654,0.04639661491775363,21,0.4594459583845891,0.23809523809523808,-0.44022768677119034,-2018.2676739289018,-2130.8383884287905,7.428571428571429
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,3,2.0,46,0.9441586766363255,0.2608695652173913,-0.06766802128084352,21,0.45934936624669276,0.23809523809523808,-0.44029665717713146,-2018.6283201815677,-2131.1990346814564,7.428571428571429
impulse_candle,0.75,0.5,0.6,0.05,0.05,0.05,60,5,2,2.0,47,1.065267154765204,0.2978723404255319,0.03687401429448415,21,0.45934936624669276,0.23809523809523808,-0.44029665717713146,-2018.6283201815677,-2131.1990346814564,7.428571428571429
