length,mode,sl_atr_mult,rr_target,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_return_pct,test_buy_hold_pct,test_max_drawdown_pct,test_avg_bars_held
55,Ehma,3.0,2.0,105,1.3548387096774193,0.40384615384615385,0.21153846153846154,50,1.5,0.42857142857142855,0.2857142857142857,14.390262270517539,1.343825354191508,-5.042608100877577,57.6
65,Hma,3.0,2.0,111,1.3333333333333333,0.4,0.2,47,1.68,0.45652173913043476,0.3695652173913043,17.8917656006216,1.343825354191508,-3.9403989999999833,66.36170212765957
75,Hma,3.0,2.0,99,1.3220338983050848,0.3979591836734694,0.19387755102040816,51,1.3333333333333333,0.4,0.2,9.915584364053176,1.343825354191508,-4.985988187461599,54.13725490196079
34,Hma,4.0,2.0,62,1.2972972972972974,0.39344262295081966,0.18032786885245902,33,1.368421052631579,0.40625,0.21875,6.873720966660368,1.343825354191508,-4.900995009999997,109.24242424242425
75,Thma,3.0,2.0,97,1.2542372881355932,0.3854166666666667,0.15625,48,1.3571428571428572,0.40425531914893614,0.2127659574468085,9.948348972046839,1.343825354191508,-4.957665571801995,63.520833333333336
89,Thma,4.0,2.0,47,1.4074074074074074,0.41304347826086957,0.2391304347826087,27,1.25,0.38461538461538464,0.15384615384615385,3.7922271825826526,1.343825354191508,-5.8519850599000005,127.18518518518519
55,Ehma,4.0,2.0,69,1.2380952380952381,0.38235294117647056,0.14705882352941177,32,1.263157894736842,0.3870967741935484,0.16129032258064516,4.778157810451278,1.343825354191508,-5.880041168352157,104.4375
65,Thma,2.5,2.0,153,1.2340425531914894,0.3815789473684211,0.14473684210526316,61,1.3333333333333333,0.4,0.2,12.013696093784688,1.343825354191508,-6.793465209301008,48.34426229508197
89,Thma,2.5,1.5,170,1.2857142857142858,0.46153846153846156,0.15384615384615385,81,1.2272727272727273,0.45,0.125,9.831289676329646,1.343825354191508,-8.239524264210196,29.641975308641975
65,Ehma,3.0,2.0,104,1.21875,0.3786407766990291,0.13592233009708737,48,1.6153846153846154,0.44680851063829785,0.3404255319148936,16.712847944615362,1.343825354191508,-4.90099501000002,56.416666666666664
89,Hma,3.5,1.0,141,1.2950819672131149,0.5642857142857143,0.12857142857142856,65,1.206896551724138,0.546875,0.09375,5.844604805979436,1.343825354191508,-4.939028906436116,31.815384615384616
55,Hma,2.5,2.0,134,1.2048192771084338,0.37593984962406013,0.12781954887218044,61,1.3333333333333333,0.4,0.2,12.01369609378462,1.343825354191508,-4.957665571802017,47.68852459016394
75,Ehma,3.0,2.0,108,1.1940298507462686,0.37383177570093457,0.12149532710280374,52,1.4,0.4117647058823529,0.23529411764705882,12.113896051334239,1.343825354191508,-5.851985059900022,51.03846153846154
55,Ehma,3.5,1.0,137,1.1935483870967742,0.5441176470588235,0.08823529411764706,64,1.25,0.5555555555555556,0.1111111111111111,6.913742228261999,1.343825354191508,-7.753210129899046,37.4375
65,Hma,2.5,2.0,167,1.1923076923076923,0.37349397590361444,0.12048192771084337,69,1.5789473684210527,0.4411764705882353,0.3235294117647059,23.635317245503785,1.343825354191508,-5.851985059900011,38.34782608695652
75,Thma,2.5,2.0,149,1.1827956989247312,0.3716216216216216,0.11486486486486487,74,1.4761904761904763,0.4246575342465753,0.273972602739726,21.13886428993743,1.343825354191508,-5.851985059900011,35.608108108108105
89,Thma,3.0,1.5,129,1.3235294117647058,0.46875,0.171875,60,1.1818181818181819,0.4406779661016949,0.1016949152542373,5.700859850151985,1.343825354191508,-6.9327169971565406,42.916666666666664
34,Ehma,4.0,2.0,58,1.1666666666666667,0.3684210526315789,0.10526315789473684,35,1.2380952380952381,0.38235294117647056,0.14705882352941177,4.746933919423757,1.343825354191508,-4.957665571801995,100.42857142857143
34,Hma,3.0,2.0,132,1.1566265060240963,0.366412213740458,0.09923664122137404,55,1.1764705882352942,0.37037037037037035,0.1111111111111111,5.5844717769278684,1.343825354191508,-10.626141836939485,61.14545454545455
89,Hma,3.0,1.5,132,1.1554054054054055,0.4351145038167939,0.08778625954198473,61,1.2272727272727273,0.45,0.125,7.286372747904246,1.343825354191508,-5.0430741732032995,40.442622950819676
